id,active
__export__.product_product_138817_3e21b15e,False
__export__.product_product_138818_8ceb67ee,False
__export__.product_product_138819_80c5c489,False
__export__.product_product_138820_97042b8a,False
__export__.product_product_138821_3cd951f4,False
__export__.product_product_138822_a59e7a3d,False
__export__.product_product_138823_2b84c7e3,False
__export__.product_product_138824_7b1f535f,False
__export__.product_product_138825_1e161a3f,False
__export__.product_product_138826_240ce151,False
__export__.product_product_138363_8c1daf9e,False
__export__.product_product_138364_70a27e04,False
__export__.product_product_138365_adc689f8,False
__export__.product_product_138366_7ccae0b6,False
__export__.product_product_138367_156ef205,False
__export__.product_product_138368_4728abe4,False
__export__.product_product_138369_395f2d2a,False
__export__.product_product_138370_d7671907,False
__export__.product_product_138371_58641b50,False
__export__.product_product_138372_49c0f8b6,False
__export__.product_product_138373_70e08889,False
__export__.product_product_138374_27efa0de,False
__export__.product_product_138375_d9d04695,False
__export__.product_product_138376_87967052,False
__export__.product_product_138377_1bfb138b,False
__export__.product_product_138378_b71ee225,False
