product_tmpl_id,template_name,variant_count,duplicated_attributes,sample_variant_values
__import__.product_template_lbpc_a31_243s_lk,H. POLO LONG BEACH M/C P/CABALLERO LAKE,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b31_101s_lk,H. POLO LONG BEACH M/C P/CABALLERO LAKE (lbpc_b31_101s_lk),16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b31_101s_mu,H. POLO LONG BEACH M/C P/CABALLERO MUSTARD,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_a31_243s_nv,H. POLO LONG BEACH M/C P/CABALLERO NAVY,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b31_101s_nv,H. POLO LONG BEACH M/C P/CABALLERO NAVY (lbpc_b31_101s_nv),9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_lbpc_a31_254r_nge,H. POLO LONG BEACH M/C P/CABALLERO NILO GREEN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b31_101s_ltge,H. POLO LONG BEACH M/C P/CABALLERO PISTACCIO,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b31_101s_rs,H. POLO LONG BEACH M/C P/CABALLERO ROSE,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_a31_243s_wh,H. POLO LONG BEACH M/C P/CABALLERO WHITE,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b31_101s_wi,H. POLO LONG BEACH M/C P/CABALLERO WINE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockbs010_969,H. POLO P/H M/C AZURE BLUE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_opkb0300_402,H. POLO P/H M/C BALLAD BLUE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockb0800_449,H. POLO P/H M/C COOL BLUE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ocks0197_780,H. POLO P/H M/C CREAM GOLD PENGUIN,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_opkb0300_413,H. POLO P/H M/C DARK SAPPHIRE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockb0801_005,H. POLO P/H M/C DK. CHARCOAL PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockb0010_673,H. POLO P/H M/C PARFAIT PINK PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockb0800_118,H. POLO P/H M/C PINK BRIGHT WHITE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_opksb300_691,H. POLO P/H M/C PINK DOGWOOD PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockbs010_679,H. POLO P/H M/C RASPBERRY SORBEOT PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_opksb300_485,H. POLO P/H M/C SARGASSO SEA PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockbs010_330,H. POLO P/H M/C SILT GREEN PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockbs010_974,H. POLO P/H M/C STAR SAPPHIRE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockb0800_010,H. POLO P/H M/C TRUE BLACK PENGUIN,4,Tallax2,"Talla: L,Talla: L"
__import__.product_template_opkb0300_010,H. POLO P/H M/C TRUE BLACK PENGUIN (opkb0300_010),16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_c31_223r_bl,H. POLO P/HOMBRE BLACK LONG BEACH,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_cuksd041_494,H. POLO P/HOMBRE M/C CRYSTAL BLUE CUBAVERA,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_opksb005_786,H. POLO P/HOMBRE M/C PENGUIN GREEN SHEEN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_c31_223r_sl,H. POLO P/HOMBRE SALMON LONG BEACH,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_c31_206s_te,H. POLO P/HOMBRE TERRACOTA LONG BEACH,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b30_101s_nv,H. T-SHIRT LONG BEACH M/C P/CABALLERO NAVY,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lbpc_b30_101s_wh,H. T-SHIRT LONG BEACH M/C WHITE,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ockbs010_830,H. T-SHIRT P/H MOCK ORANGE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ockbs010_993,H. T-SHIRT P/H MOSAIC BLUE PENGUIN,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_lv_cv_t11_031_nv,LEVA P/CABALLERO CARVEN NAVY,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_1611_10,Leva 1611-10,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_1611_11,Leva 1611-11,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_1611_9,Leva 1611-9,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_18078_386,Leva 18078-386,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_18078_387,Leva 18078-387,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_18102_449,Leva 18102-449,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23a0402_1,Leva 23A0402-1,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23a0402_2,Leva 23A0402-2,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23a0402_5,Leva 23A0402-5,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e4246_12,Leva 23E4246-12,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e4246_12_pat,Leva 23E4246-12-PAT,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e4246_13_pat,Leva 23E4246-13-PAT,49,Tallax2,"Talla: 48,Talla: 48"
__import__.product_template_23e4246_15_pat,Leva 23E4246-15-PAT,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e4246_16,Leva 23E4246-16,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e4246_16_pat,Leva 23E4246-16-PAT,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e4246_4,Leva 23E4246-4,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e4246_4_pat,Leva 23E4246-4-PAT,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24b11398_157,Leva 24B11398-157,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_dk5007_47,Leva DK5007-47,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_dk5007_55,Leva DK5007-55,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_35_1071_ht,Leva FA-35-1071-HT,16,Tallax2,"Talla: 36,Talla: 36"
__import__.product_template_fa_35_1071_sd,Leva FA-35-1071-SD,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_35_1071_wi,Leva FA-35-1071-WI,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_35_1073_nv,Leva FA-35-1073-NV,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_35_1073_sk,Leva FA-35-1073-SK,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_35_1073_wi,Leva FA-35-1073-WI,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_geo1982_1,Leva GEO1982-1,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_geo1982_4,Leva GEO1982-4,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_hd19152_23,Leva HD19152-23,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_hd19152_4,Leva HD19152-4,64,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_lv_18078_382,Leva LV-18078-382,4,Tallax2,"Talla: 56,Talla: 56"
__import__.product_template_lv_22c0905_4c,Leva LV-22C0905-4C,25,Tallax2,"Talla: 48,Talla: 48"
__import__.product_template_lv_23e312010_3,Leva LV-23E312010-3,4,Tallax2,"Talla: 52,Talla: 52"
__import__.product_template_lv_smoking_1bc,Leva LV-SMOKING-1BC,16,Tallax2,"Talla: 50,Talla: 50"
__import__.product_template_bl_se9021_bl,M. BLUSA P/DAMA BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_23241_fuc,M. BLUSA P/DAMA FUCSIA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_bl_mali,M. BLUSA P/DAMA FUCSIA / NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_bl_calif,M. BLUSA P/DAMA LADRILLO ESTAM. / CALIFORNIA ROJO BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_bl_capri_mopa,M. BLUSA P/DAMA VERDE / NEGRO / BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_swt7991_wh,M. BLUSA P/DAMA WHITE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_t8529_wh,M. BLUSA P/DAMAS BLANCA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_bl_amanecer,M. BLUSA ROSA AMANECER,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_cam_nap_ov_az,M. CAMISA P/DAMA NAPOLI OVERSIDE AZUL,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_cam_nap_ov_bg,M. CAMISA P/DAMA NAPOLI OVERSIDE BEIGE,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ch_ml_ryg,M. CHALECO MILANO RAYA GRIS,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_cr,M. COLLARES P/DAMA VARIOS MODELOS,25,Tallax2,"Talla: 15,Talla: 15"
__import__.product_template_de106,M. ENTERIZO ALFORZAS BLANCO AZUL,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ent_harper,M. ENTERIZO CELESTE ESTAMP / LILA ESTAMAP,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_et_lucero_mo_bl,M. ENTERIZO LUCERO P/DAMA MORADO BLANCO,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_de107,M. ENTERIZO NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ent_greta_m,M. ENTERIZO P/DAMA ROJO / NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_de111,M. ENTERIZO SOCALO ESTAMPADO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fl_nohemi_li_rj,M. FALDA NOHEMI P/DAMA LILA ROJO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ds041_ne,M. FALDA SHORT NEGRO P/DAMA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ds041_ro,M. FALDA SHORT ROSA P/DAMA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pat_al_azm,M. PANTALON AZUL MARINO,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pant_cairo_m,M. PANTALON LINO P/DAMA BEIGE / LADRILLO /NEGRO /VERDE ESTAMP,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_renata,M. PANTALON P/DAMA BLANCO / NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_lauren,M. PANTALON P/DAMA NEGRO / BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_p8539_ne,M. PANTALON P/DAMA NEGRO RAYAS,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_r719_bg,M. PANTALON P/DAMAS BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_r719_ne,M. PANTALON P/DAMAS NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_r679_pr,M. PANTALON P/DAMAS PALO ROSA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pt_pilar_li,M. PANTALON PILAR P/DAMA LILA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pt_pilar_mo,M. PANTALON PILAR P/DAMA MORADO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_r738_bg,M. PANTALON SUBLIME P/DAMA BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_aida_hb,M. SET MOPA HABANO,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_set_europa_ne,M. SET P/DAMA NEGRO EUROPA,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_set_aries_rs,M. SET P/DAMA ROSA ARIES,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_sh_ml_ryg,M. SHORT MILANO RAYA GRIS,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_p2310_bg,M. SHORT P/DAMA BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_sh_se9021_bl,M. SHORT P/DAMA BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_p2310_bl,M. SHORT P/DAMA BLACK (p2310_bl),9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_sh_se9011_la,M. SHORT P/DAMA LAVENDER,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_sh_nap_wh_az,M. SHORT P/DAMA NAPOLE BLANCO/AZUL,16,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_sh_nap_wh_bg,M. SHORT P/DAMA NAPOLE BLANCO/BEIGE,16,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_sh_se9021_ol,M. SHORT P/DAMA OLIVE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_p2310_or,M. SHORT P/DAMA ORANGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_amb,M. TOP AMBAR BLANCO / VERDE / FUCSIA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_dbz1_bl,M. TOP FLOR P/DAMA BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_dbz1_fu,M. TOP FLOR P/DAMA FUCSIA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_dbz1_wh,M. TOP FLOR P/DAMA WHITE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_galilei_na,M. TOP NEGRO GALILEI,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_ol_azm,M. TOP OLIVIA AZUL MARINO,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_swt7470_li,M. TOP P/DAMA KNIT VISCOSE LIME,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_sandy,M. TOP P/DAMA ROSA / AZUL,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_swt70072_wh,M. TOP P/DAMAS BLANCA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_swt70205_gr,M. TOP P/DAMAS GRIS,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_swt7000a_na,M. TOP P/DAMAS NARANJA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_swt70072_ro,M. TOP P/DAMAS ROSA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_swt70255_ro,M. TOP P/DAMAS ROSA (swt70255_ro),9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_tp_silvia_mo_az,M. TOP SILVIA P/DAMA MORADO AZUL,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ref_amira_es_az,M. VESTIDO ESTAMPADO LILA,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_vera_ve,M. VESTIDO ESTAMPADO VERDE,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ref_hortensia_vi,M. VESTIDO ESTAMPADO VINO,4,Tallax2,"Talla: L,Talla: L"
__import__.product_template_ve_izar_nara,M. VESTIDO MAGENTA IZAR,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_roxana_az,M. VESTIDO MOPA AZUL,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_ivana_je,M. VESTIDO MOPA JEANS,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_leila_li,M. VESTIDO MOPA LINO ESTAMPADO,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_narel_ne,M. VESTIDO MOPA NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_elena_rj,M. VESTIDO MOPA ROJO,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ref_clavel_ro,M. VESTIDO MOPA ROSADO,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_clavel_ve,M. VESTIDO MOPA VERDE (ref_clavel_ve),4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_gena_m,M. VESTIDO P/DAMA ACEITUNA / BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_dafne_m,M. VESTIDO P/DAMA AZUL / BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_lourde,M. VESTIDO P/DAMA BLANCO / NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_ginebra_fu,M. VESTIDO P/DAMA GINEBRA FUCSIA ROSA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fd9223_p1009_in_ga,M. VESTIDO P/DAMA INDIGO GARDEN,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_lena,M. VESTIDO P/DAMA LILA / BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_abril_li,M. VESTIDO P/DAMA LINO BLANCO/VERDE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_malu_mo,M. VESTIDO P/DAMA MALU MORADO ROJO,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_lirata,M. VESTIDO P/DAMA MAMEY,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fd4571_p413_ma_bl,M. VESTIDO P/DAMA MAUVE BLUSH,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_anahi_n,M. VESTIDO P/DAMA NARANJA ROSA CORAL / NAVY,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_paris_am_bl,M. VESTIDO P/DAMA PARIS AMARILLO BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_nathali,M. VESTIDO P/DAMA ROSA ESTAMPADO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fd11046_sg,M. VESTIDO P/DAMA SUMMER GREEN,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fd10659_p1026_an_ja,M. VESTIDO P/DAMA WASHED ANTIQUE JADE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_d2114_b_wh_br,M. VESTIDO P/DAMA WASHED FLORAL WHITE BROWN,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fd2965_p1348_wh,M. VESTIDO P/DAMAS BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fd8763_ro,M. VESTIDO P/DAMAS ESTAMPADO ROSA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_fd11476_p1371_ve,M. VESTIDO P/DAMAS VERDE CAFÉ,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ref_margarita_am,M. VESTIDO UNICOLOR AMARILLO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_nt_s20220403_red,MALETA CARRY ON NAUTICA RED PEQUEÑA,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pt_carol_azn_consig,PANTALON CAROLINA AZUL MARINO,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pt_carol_wht_consig,PANTALON CAROLINA WHITE,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pant_capri_blue,PANTALON CON ELASTICO CAPRI AZUL,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_capri_beige,PANTALON CON ELASTICO CAPRI BEIGE,9,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pant_capri_blanco,PANTALON CON ELASTICO CAPRI BLANCO,16,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pant_capri_black,PANTALON CON ELASTICO CAPRI NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_palma_mo,PANTALON DE DAMA PALMA VERDE/KAKY,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_milano_beige,PANTALON ELEGANTE MILANO BEIGE,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pant_milano_blanco,PANTALON ELEGANTE MILANO BLANCO,16,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pant_milano_black,PANTALON ELEGANTE MILANO NEGRO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_007_zoley_pant,PANTALON LINO ZOLEY ARENA,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_pant_milano_pr,PANTALON MILANO PRINT,9,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_r679,PANTALON NEGRO - FUSHA S-M-L,16,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_cien_bg,PANTALON P/DAMA CIEN BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_cien_wh,PANTALON P/DAMA CIEN WHITE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_sublim_bge,PANTALON P/DAMA SUBLIME BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_sublim_bl,PANTALON P/DAMA SUBLIME BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_sub_cn_bge,PANTALON P/DAMA SUBLIME CINTA BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_sub_cn_bl,PANTALON P/DAMA SUBLIME CINTA BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_sublim_rd,PANTALON P/DAMA SUBLIME RED,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pant_roma_az,PANTALON ROMA AZUL,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pant_roma_cl,PANTALON ROMA CELESTE,16,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_pt_tahiri,PANTALON TAHIRI LILA T.S-M,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_pul,PULSERA DE DAMAS,4,Tallax2,"Talla: 12,Talla: 10"
__import__.product_template_pt_008_14,Pantalon PT-008-14,64,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_008_3,Pantalon PT-008-3,64,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_008_bg_black,Pantalon PT-008-BG-BLACK,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_pt_008_black,Pantalon PT-008-BLACK,100,Tallax2,"Talla: 60,Talla: 60"
__import__.product_template_pt_008_black_1,Pantalon PT-008-BLACK-1,36,Tallax2,"Talla: 28,Talla: 30"
__import__.product_template_pt_10036a_18_217b,Pantalon PT-10036A-18-217B,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_10036a_18_498,Pantalon PT-10036A-18-498,49,Tallax2,"Talla: 28,Talla: 30"
__import__.product_template_pt_17001_5,Pantalon PT-17001-5,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_17001_7,Pantalon PT-17001-7,49,Tallax2,"Talla: 28,Talla: 30"
__import__.product_template_pt_22c0905_4c,Pantalon PT-22C0905-4C,36,Tallax2,"Talla: 28,Talla: 30"
__import__.product_template_pt_23a1516_6,Pantalon PT-23A1516-6,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_23a29607_32,Pantalon PT-23A29607-32,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_23c25168_220,Pantalon PT-23C25168-220,9,Tallax2,"Talla: 48,Talla: 48"
__import__.product_template_pt_23c29386_86,Pantalon PT-23C29386-86,64,Tallax2,"Talla: 48,Talla: 48"
__import__.product_template_pt_23c29386_88,Pantalon PT-23C29386-88,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_23e312010_4,Pantalon PT-23E312010-4,9,Tallax2,"Talla: 28,Talla: 30"
__import__.product_template_pt_23e312010_8,Pantalon PT-23E312010-8,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_24c28061_76,Pantalon PT-24C28061-76,9,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_24c29918_20,Pantalon PT-24C29918-20,4,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_25e27122_42,Pantalon PT-25E27122-42,9,Tallax2,"Talla: 34,Talla: 34"
__import__.product_template_pt_3705_25,Pantalon PT-3705-25,4,Tallax2,"Talla: 10,Talla: 10"
__import__.product_template_pt_6158_a7,Pantalon PT-6158-A7,16,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_pt_9c29386_80,Pantalon PT-9C29386-80,9,Tallax2,"Talla: 28,Talla: 32"
__import__.product_template_set_canela_crd,SET CANELA CRUDO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_set_chris_wh,SET CHRISTINE WHITE,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_set_dana_nvy,SET DANA NAVY,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_set_cien_bl,SET VEST & PANT CIEN BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_sh_cami_azn_consig,SHORT CAMI AZUL MARINO,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_sh_cami_wht_consig,SHORT CAMI WHITE,25,Tallax2,"Talla: XS,Talla: XS"
__import__.product_template_003_zoley_sh,SHORT ZOLEY LINO VERDE,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_bl_str_grn,T SHIRT STRETCH GREEN MINT,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_tp_alma,TOP ALMA LILA T.S-M,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_016_zoley_top,TOP DAMA ZOLEY FUCSIA Y BLANCO,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_top_halneck_ivo,TOP HALTER NECK IVORY,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_007_zoley_top,TOP LINO ZOLEY ARENA,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_top_lsleves_nta,TOP LONG SLEEVES NAVY TAUPE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_vilma_f,TOP MOPA ROJO-BLANCO-FUCSIA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_vilma_b,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_b),9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_vilma_ro,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_ro),25,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_oshoul_bl,TOP ONE SHOULD BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_oshoul_dnvy,TOP ONE SHOULD DARK NAVY,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_fanny_ro,TOP P/DAMA MOPA ROJO,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_top_fanny_ve,TOP P/DAMA MOPA VERDE,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_top_rayon_mm,TOP RAYON MOCHA MOUSSE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_sleves_bl,TOP SLEVES BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_sleves_burg,TOP SLEVES BURGUNDY,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_top_sleves_esm,TOP SLEVES KNIT EMERALD,9,Tallax2,"Talla: S,Talla: S"
