External ID,Name,Internal Reference,Barcode,available_in_pos,record_type,Variant Values
product_template_mf12022_5_fj,Set Corbatín + Faja MF12022/5,MF12022/5-FJ,MF12022/O5-FJ,True,variant_product,
product_template_mf12022_2_fj,Set Corbatín + Faja MF12022/2,MF12022/2-FJ,MF12022/O2-FJ,True,variant_product,
product_template_mf3870_109_fj,Set Corbatín + Faja MF3870/109,MF3870/109-FJ,MF3870/O109-FJ,True,variant_product,
product_template_mf12183_13_co,Corbatín MF12183/13,MF12183/13-CO,MF12183/O13-CO,True,variant_product,
product_template_mf12183_7_co,Corbatín MF12183/7,MF12183/7-CO,MF12183/O7-CO,True,variant_product,
product_template_mf12183_2_co,Corbatín MF12183/2,MF12183/2-CO,MF12183/O2-CO,True,variant_product,
product_template_mf12182_16_co,Corbatín MF12182/16,MF12182/16-CO,MF12182/O16-CO,True,variant_product,
product_template_mf12182_15_co,Corbatín MF12182/15,MF12182/15-CO,MF12182/O15-CO,True,variant_product,
product_template_mf12182_14_co,Corbatín MF12182/14,MF12182/14-CO,MF12182/O14-CO,True,variant_product,
product_template_mf12182_9_co,Corbatín MF12182/9,MF12182/9-CO,MF12182/O9-CO,True,variant_product,
product_template_mf12161_8_co,Corbatín MF12161/8,MF12161/8-CO,MF12161/O8-CO,True,variant_product,
product_template_mf12150_7_co,Corbatín MF12150/7,MF12150/7-CO,MF12150/O7-CO,True,variant_product,
product_template_mf12150_4_co,Corbatín MF12150/4,MF12150/4-CO,MF12150/O4-CO,True,variant_product,
product_template_mf12081_12_co,Corbatín MF12081/12,MF12081/12-CO,MF12081/O12-CO,True,variant_product,
product_template_mf12081_11_co,Corbatín MF12081/11,MF12081/11-CO,MF12081/O11-CO,True,variant_product,
product_template_mf12081_10_co,Corbatín MF12081/10,MF12081/10-CO,MF12081/O10-CO,True,variant_product,
product_template_mf12080_12_co,Corbatín MF12080/12,MF12080/12-CO,MF12080/O12-CO,True,variant_product,
product_template_mf12080_9_co,Corbatín MF12080/9,MF12080/9-CO,MF12080/O9-CO,True,variant_product,
product_template_mf12080_8_co,Corbatín MF12080/8,MF12080/8-CO,MF12080/O8-CO,True,variant_product,
product_template_mf12080_2_co,Corbatín MF12080/2,MF12080/2-CO,MF12080/O2-CO,True,variant_product,
product_template_p1290_13_co,Corbatín P1290/13,P1290/13-CO,P1290/O13-CO,True,variant_product,
product_template_p1290_10_co,Corbatín P1290/10,P1290/10-CO,P1290/O10-CO,True,variant_product,
product_template_p1290_6_co,Corbatín P1290/6,P1290/6-CO,P1290/O6-CO,True,variant_product,
product_template_mf12147_12_co,Corbatín MF12147/12,MF12147/12-CO,MF12147/O12-CO,True,variant_product,
product_template_mf12173_12_co,Corbatín MF12173/12,MF12173/12-CO,MF12173/O12-CO,True,variant_product,
product_template_mf12173_8_co,Corbatín MF12173/8,MF12173/8-CO,MF12173/O8-CO,True,variant_product,
product_template_mf12022_12_co,Corbatín MF12022/12,MF12022/12-CO,MF12022/O12-CO,True,variant_product,
product_template_mf12022_9_co,Corbatín MF12022/9,MF12022/9-CO,MF12022/O9-CO,True,variant_product,
product_template_mf12022_6_co,Corbatín MF12022/6,MF12022/6-CO,MF12022/O6-CO,True,variant_product,
product_template_mf12022_5_co,Corbatín MF12022/5,MF12022/5-CO,MF12022/O5-CO,True,variant_product,
product_template_mf12022_2_co,Corbatín MF12022/2,MF12022/2-CO,MF12022/O2-CO,True,variant_product,
product_template_mf3870_13_co,Corbatín MF3870/13,MF3870/13-CO,MF3870/O13-CO,True,variant_product,
product_template_mf3870_19_co,Corbatín MF3870/19,MF3870/19-CO,MF3870/O19-CO,True,variant_product,
product_template_mf3870_9_co,Corbatín MF3870/9,MF3870/9-CO,MF3870/O9-CO,True,variant_product,
product_template_mf3870_3_co,Corbatín MF3870/3,MF3870/3-CO,MF38702023CO03,True,variant_product,
product_template_mf3870_1_co,Corbatín MF3870/1,MF3870/1-CO,MF3870/O1-CO,True,variant_product,
product_template_mf3870_69_co,Corbatín MF3870/69,MF3870/69-CO,MF38702023CO69,True,variant_product,
product_template_mf3870_115_co,Corbatín MF3870/115,MF3870/115-CO,MF3870/O115-CO,True,variant_product,
product_template_mf3870_109_co,Corbatín MF3870/109,MF3870/109-CO,MF3870/O109-CO,True,variant_product,
product_template_mf12026_5_co,Corbatín MF12026/5,MF12026/5-CO,MF12026/O5-CO,True,variant_product,
product_template_p1288_43_co,Corbatín P1288/43,P1288/43-CO,P1288/O43-CO,True,variant_product,
product_template_p1288_37_co,Corbatín P1288/37,P1288/37-CO,P12882023CO037,True,variant_product,
product_template_p1288_35_co,Corbatín P1288/35,P1288/35-CO,P1288/O35-CO,True,variant_product,
product_template_p1288_15_co,Corbatín P1288/15,P1288/15-CO,P1288/O15-CO,True,variant_product,
product_template_p1064_24_co,Corbatín P1064/24,P1064/24-CO,P1064/O24-CO,True,variant_product,
product_template_p1064_22_co,Corbatín P1064/22,P1064/22-CO,P1064/22-CO,True,variant_product,
product_template_p645_42_co,Corbatín P645/42,P645/42-CO,P645/O42-CO,True,variant_product,
product_template_p645_37_co,Corbatín P645/37,P645/37-CO,P645/O37-CO,True,variant_product,
product_template_p645_33_co,Corbatín P645/33,P645/33-CO,P645/O33-CO,True,variant_product,
product_template_mf12072_5_co,Corbatín MF12072/5,MF12072/5-CO,MF12072/O5-CO,True,variant_product,
product_template_at4266,BLUSA LOVE ENCOUNTER,AT4266/L,AT4266/OL,True,variant_product,Talla: L
product_template_9511tw,BLUSA CQ BY CQ TALLA L,9511TW/L,9511TW/OL,True,variant_product,Talla: L
product_template_9511tw,BLUSA CQ BY CQ TALLA S,9511TW/S,9511TW/OS,True,variant_product,Talla: S
product_template_10896t,BLUSA IDEM DITTO TALLA L,10896T/L,10896T/OL,True,variant_product,Talla: L
product_template_10896t,BLUSA IDEM DITTO TALLA M,10896T/M,10896T/OM,True,variant_product,Talla: M
product_template_10896t,BLUSA IDEM DITTO TALLA S,10896T/S,10896T/OS,True,variant_product,Talla: S
product_template_6040124_mx,VESTIDO TIRAS P/DAMA MODELOS MIX TALLA XL,6040124-MX/XL,6040M/OXL,True,variant_product,Talla: XL
product_template_6040124_mx,VESTIDO TIRAS P/DAMA MODELOS MIX TALLA L,6040124-MX/L,6040MX/OL,True,variant_product,Talla: L
product_template_6040124_mx,VESTIDO TIRAS P/DAMA MODELOS MIX TALLA M,6040124-MX/M,6040MX/OM,True,variant_product,Talla: M
product_template_6040124_mx,VESTIDO TIRAS P/DAMA MODELOS MIX TALLA S,6040124-MX/S,6040124-MX/OS,True,variant_product,Talla: S
product_template_6040124_mx,VESTIDO TIRAS P/DAMA MODELOS MIX TALLA XS,6040124-MX/XS,6040M/OXS,True,variant_product,Talla: XS
product_template_6040109_rj,TOP S/M P/DAMAS MODELO ROJA TALLA XL,6040109-RJ/XL,6040109-RJ/OXL,True,variant_product,Talla: XL
product_template_6040109_rj,TOP S/M P/DAMAS MODELO ROJA TALLA L,6040109-RJ/L,6040109-RJ/OL,True,variant_product,Talla: L
product_template_6040109_rj,TOP S/M P/DAMAS MODELO ROJA TALLA M,6040109-RJ/M,6040109-RJ/OM,True,variant_product,Talla: M
product_template_6040109_rj,TOP S/M P/DAMAS MODELO ROJA TALLA S,6040109-RJ/S,6040109-RJ/OS,True,variant_product,Talla: S
product_template_6040109_rj,TOP S/M P/DAMAS MODELO ROJA TALLA XS,6040109-RJ/XS,6040109-RJ/OXS,True,variant_product,Talla: XS
product_template_6010058_bl,BLUSA S/M P/DAMA MODELO TALLA XL,6010058-BL/XL,6010058-BL/OXL,True,variant_product,Talla: XL
product_template_6010058_bl,BLUSA S/M P/DAMA MODELO TALLA L,6010058-BL/L,6010058-BL/OL,True,variant_product,Talla: L
product_template_6010058_bl,BLUSA S/M P/DAMA MODELO TALLA M,6010058-BL/M,6010058-BL/OM,True,variant_product,Talla: M
product_template_6010058_bl,BLUSA S/M P/DAMA MODELO TALLA S,6010058-BL/S,6010058-BL/OS,True,variant_product,Talla: S
product_template_6010058_bl,BLUSA S/M P/DAMA MODELO TALLA XS,6010058-BL/XS,6010058-BL/OXS,True,variant_product,Talla: XS
product_template_1012065_rj,BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA L,1012065-RJ/L,1012065-RJ/OL,True,variant_product,Talla: L
product_template_1012065_rj,BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA M,1012065-RJ/M,1012065-RJ/OM,True,variant_product,Talla: M
product_template_1012065_rj,BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA S,1012065-RJ/S,1012065-RJ/OS,True,variant_product,Talla: S
product_template_1012065_rj,BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA XS,1012065-RJ/XS,1012065-RJ/XS,True,variant_product,Talla: XS
product_template_1012065_az,BLUSA M/3/4 P/DAMA BLANCA AZUL TALLA M,1012065-AZ/M,1012065-AZ/OM,True,variant_product,Talla: M
product_template_1012065_az,BLUSA M/3/4 P/DAMA BLANCA AZUL TALLA XS,1012065-AZ/XS,1012065-AZ/OXS,True,variant_product,Talla: XS
product_template_1012065_az,BLUSA M/3/4 P/DAMA BLANCA AZUL TALLA S,1012065-AZ/S,1012065-AZ/OS,True,variant_product,Talla: S
product_template_pan_white_black,PANUELO PARA HOMBRE - ACCESORIO WHITE BLACK,PAN-WHITE BLACK,PAN-WHITE BLACK,True,variant_product,
product_template_pan_wine,PANUELO PARA HOMBRE - ACCESORIO WINE,PAN-WINE,PAN-WINE,True,variant_product,
product_template_pan_white,PANUELO PARA HOMBRE - ACCESORIO WHITE,PAN-WHITE,PAN-WHITE,True,variant_product,
product_template_pan_sky_blue,PANUELO PARA HOMBRE - ACCESORIO SKY BLUE,PAN-SKY BLUE,PAN-SKY BLUE,True,variant_product,
product_template_pan_red_point,PANUELO PARA HOMBRE - ACCESORIO RED PONIT,PAN-RED POINT,PAN-RED POINT,True,variant_product,
product_template_pan_red,PANUELO PARA HOMBRE - ACCESORIO RED,PAN-RED,PAN-RED,True,variant_product,
product_template_pan_navy,PANUELO PARA HOMBRE - ACCESORIO NAVY,PAN-NAVY,PAN-NAVY,True,variant_product,
product_template_pan_green,PANUELO PARA HOMBRE - ACCESORIO GREEN,PAN-GREEN,PAN-GREEN,True,variant_product,
product_template_pan_dark_blue,PANUELO PARA HOMBRE - ACCESORIO DARK BLUE,PAN-DARK BLUE,PAN-DARK BLUE,True,variant_product,
product_template_pin_a01_vi,PIN ACCESORIO P/CABALLEROS VINO,PIN-A01-VI,PIN-A01-VI,True,variant_product,
product_template_pin_a01_rd,PIN ACCESORIO P/CABALLEROS RED,PIN-A01-RD,PIN-A01-RD,True,variant_product,
product_template_pin_a01_sk1,PIN ACCESORIO P/CABALLEROS SKY BLUE,PIN-A01-SK1,PIN-A01-SK1,True,variant_product,
product_template_cv_b90_002wi,PIJAMA P/H M/C P/C 100% ALGODON,CV-B90-002WI/S,CV-B90-002WI/OS,True,variant_product,Talla: S
product_template_cv_b90_002wi,PIJAMA P/H M/C P/C 100% ALGODON,CV-B90-002WI/M,CV-B90-002WI/OM,True,variant_product,Talla: M
product_template_cv_b90_002wi,PIJAMA P/H M/C P/C 100% ALGODON,CV-B90-002WI/L,CV-B90-002WI/OL,True,variant_product,Talla: L
product_template_msk_white,MASCARILLA P/PROTECCION WHITE CUERO,MSK-WHITE,MSK-WHITE,True,variant_product,
product_template_msk_black,MASCARILLA P/PROTECCION BLACK CUERO,MSK-BLACK,MSK-BLACK,True,variant_product,
product_template_pt_008_black,Pantalon PT-008-BLACK,PT-008-BLACK/34,008B120220634,True,variant_product,Talla: 34
product_template_pt_008_black,Pantalon PT-008-BLACK,PT-008-BLACK/36,008B120220636,True,variant_product,Talla: 36
product_template_ter_bc_var,Terno TER-BC-VAR,TER-BC-VAR/46,TER-BC-VAR/O46,True,variant_product,Talla: 46
product_template_ter_bc_var,Terno TER-BC-VAR,TER-BC-VAR/54,TER-BC-VAR/O54,True,variant_product,Talla: 54
product_template_ter_bc_var,Terno TER-BC-VAR,TER-BC-VAR/52,TER-BC-VAR/O52,True,variant_product,Talla: 52
product_template_ter_bc_var,Terno TER-BC-VAR,TER-BC-VAR/50,TER-BC-VAR/O50,True,variant_product,Talla: 50
product_template_ter_bc_var,Terno TER-BC-VAR,TER-BC-VAR/48,TER-BC-VAR/O48,True,variant_product,Talla: 48
product_template_ter_bc_var,Terno TER-BC-VAR,TER-BC-VAR/44,TER-BC-VAR/O44,True,variant_product,Talla: 44
product_template_j11063_bleach_blue_sh,SHORT P/DAMA OBSENA,J11063/BLEACH BLUE-SH-28,J11063/BLEALUE-SH-28,True,variant_product,Talla: 28
product_template_43sw7026,CAMISA M/C CASUAL HOMBRE,43SW7026-S,43SW7026-S,True,variant_product,Talla: S
product_template_js_cameo_bl,Terno JS-CAMEO-BL,JS-CAMEO-BL/35.5,JS-CAMEO-BL/O35.5,True,variant_product,Talla: 35.5
product_template_js_cameo_bl,Terno JS-CAMEO-BL,JS-CAMEO-BL/39,JS-CAMEO-BL/O39,True,variant_product,Talla: 39
product_template_bmo6483,H. JEANS BUFFALO-X GARRET,BMO6483-29,BMO6483-29,True,variant_product,Talla: 29
product_template_omo0944,H. JEANS BUFFALO MAX,OMO0944-31,OMO0944-31,True,variant_product,Talla: 31
product_template_bpm7775,JEANS DE HOMBRE 100 ALGODON,BPM7775-29,BPM7775-29,True,variant_product,Talla: 29
product_template_bpm7770,JEANS DE HOMBRE 100 ALGODON,BPM7770-28,BPM7770-28,True,variant_product,Talla: 28
product_template_bpm7770,JEANS DE HOMBRE 100 ALGODON,BPM7770-29,BPM7770-29,True,variant_product,Talla: 29
product_template_bpm7770,JEANS DE HOMBRE 100 ALGODON,BPM7770-30,BPM7770-30,True,variant_product,Talla: 30
product_template_bpm7770,JEANS DE HOMBRE 100 ALGODON,BPM7770-31,BPM7770-31,True,variant_product,Talla: 31
product_template_bpm7682,JEANS SAX DE HOMBRE 100 ALGODON,BPM7682-29,BPM7682-29,True,variant_product,Talla: 29
product_template_bpm7682,JEANS SAX DE HOMBRE 100 ALGODON,BPM7682-28,BPM7682-28,True,variant_product,Talla: 28
product_template_bpm7473,KING PANTALON,BPM7473-28,BPM7473-28,True,variant_product,Talla: 28
product_template_bpm7473,KING PANTALON,BPM7473-29,BPM7473-29,True,variant_product,Talla: 29
product_template_bpm7473,KING PANTALON,BPM7473-31,BPM7473-31,True,variant_product,Talla: 31
product_template_bpm7473,KING PANTALON,BPM7473-32,BPM7473-32,True,variant_product,Talla: 32
product_template_bpm7120,JEANS SIMON DE HOMBRE,BPM7120-34,BPM7120-34,True,variant_product,Talla: 34
product_template_bmo7217,H. JEANS BUFFALO,BMO7217-32,BMO7217-32,True,variant_product,Talla: 32
product_template_bmo7209,H. JEANS BUFFALO GAME,BMO7209-30,BMO7209-30,True,variant_product,Talla: 30
product_template_bmo6604,H. JEANS BUFFALO MATHEW,BMO6604-30,BMO6604-30,True,variant_product,Talla: 30
product_template_bmo6234,H. JEANS MATTHEW BUFFALO,BMO6234-28,BMO6234-28,True,variant_product,Talla: 28
product_template_bmo6234,H. JEANS MATTHEW BUFFALO,BMO6234-29,BMO6234-29,True,variant_product,Talla: 29
product_template_bmo6234,H. JEANS MATTHEW BUFFALO,BMO6234-30,BMO6234-30,True,variant_product,Talla: 30
product_template_bmo6226,H. PANTALON BUFFALO X-PERT,BMO6226-30,BMO6226-30,True,variant_product,Talla: 30
product_template_bmo5961,H. PANTALON BUFFALO JECK,BMO5961-29,BMO5961-29,True,variant_product,Talla: 29
product_template_bm13708,KING PANTALON,BM13708-28,BM13708-28,True,variant_product,Talla: 28
product_template_bm13521,JEANS KOBE HOMBRE 1005 ALGODON,BM13521-30,BM13521-30,True,variant_product,Talla: 30
product_template_bm13521,JEANS KOBE HOMBRE 1005 ALGODON,BM13521-29,BM13521-29,True,variant_product,Talla: 29
product_template_bm11131,JEANS DRAYANN DE HOMBRE,BM11131-29,BM11131-29,True,variant_product,Talla: 29
product_template_bm11115,JEANS KARSE DE HOMBRE,BM11115-29,BM11115-29,True,variant_product,Talla: 29
product_template_bm11115,JEANS KARSE DE HOMBRE,BM11115-28,BM11115-28,True,variant_product,Talla: 28
product_template_bm10814,JEANS SIX HOMBRE,BM10814-32,BM10814-32,True,variant_product,Talla: 32
product_template_opbs5148_468_sh,Terno OPBS5148-468.SH,OPBS5148-468.SH/31,OPBS5148-468.OP/O31,True,variant_product,Talla: 31
product_template_suspender_men_gr,SUSPENDER FOR MEN VARIOS MODELOS GREY,SUSPENDER-MEN/GR,SUSPENDER-MEN/GR,True,variant_product,
product_template_suspender_men_re,SUSPENDER FOR MEN VARIOS MODELOS RED,SUSPENDER-MEN/RE,SUSPENDER-MEN/ORE,True,variant_product,
product_template_suspender_men_nv,SUSPENDER FOR MEN VARIOS MODELOS NAVY,SUSPENDER-MEN/NV,SUSPENDER-MEN/ONV,True,variant_product,
product_template_suspender_men_bl,SUSPENDER FOR MEN VARIOS MODELOS BLACK,SUSPENDER-MEN/BL,SUSPENDER-MEN/OBL,True,variant_product,
product_template_pin_a01_gr,PIN ACCESORIO P/CABALLEROS GREY,PIN-A01-GR,PIN-A01-GR,True,variant_product,
product_template_pin_a01_bw,PIN ACCESORIO P/CABALLEROS BLUE WHITE,PIN-A01-BW,PIN-A01-BW,True,variant_product,
product_template_pin_a01_ofw1,PIN ACCESORIO P/CABALLEROS OFF WHITE,PIN-A01-OFW1,PIN-A01-OFW1,True,variant_product,
product_template_pin_a01_wh1,PIN ACCESORIO P/CABALLEROS WHITE,PIN-A01-WH1,PIN-A01-WH1,True,variant_product,
product_template_pin_a01_nvy,PIN ACCESORIO P/CABALLEROS NAVY,PIN-A01-NVY,PIN-A01-NVY,True,variant_product,
product_template_pin_a01_ow,PIN ACCESORIO P/CABALLEROS OFF WHITE,PIN-A01-OW,PIN-A01-OW,True,variant_product,
product_template_pin_a01_wh,PIN ACCESORIO P/CABALLEROS WHITE,PIN-A01-WH,PIN-A01-WH,True,variant_product,
product_template_pin_a01_bl,PIN ACCESORIO P/CABALLEROS BLACK,PIN-A01-BL,PIN-A01-BL,True,variant_product,
product_template_opbb9154_489_sh,Terno OPBB9154-489.SH,OPBB9154-489.SH/30,OPBB9154-489.SH/O30,True,variant_product,Talla: 30
product_template_opbb9154_489_sh,Terno OPBB9154-489.SH,OPBB9154-489.SH/31,OPBB9154-489.SH/O31,True,variant_product,Talla: 31
product_template_opbb9154_489_sh,Terno OPBB9154-489.SH,OPBB9154-489.SH/32,OPBB9154-489.SH/O32,True,variant_product,Talla: 32
product_template_opbb9154_489_sh,Terno OPBB9154-489.SH,OPBB9154-489.SH/33,OPBB9154-489.SH/O33,True,variant_product,Talla: 33
product_template_opbb9154_489_sh,Terno OPBB9154-489.SH,OPBB9154-489.SH/34,OPBB9154-489.SH/O34,True,variant_product,Talla: 34
product_template_opbb9154_489_sh,Terno OPBB9154-489.SH,OPBB9154-489.SH/36,OPBB9154-489.SH/O36,True,variant_product,Talla: 36
product_template_opbb9154_489_sh,Terno OPBB9154-489.SH,OPBB9154-489.SH/38,OPBB9154-489.SH/O38,True,variant_product,Talla: 38
product_template_opbb9154_413_sh,Terno OPBB9154-413.SH,OPBB9154-413.SH/36,OPBB9154-413.SH/O36,True,variant_product,Talla: 36
product_template_opbb9154_413_sh,Terno OPBB9154-413.SH,OPBB9154-413.SH/38,OPBB9154-413.SH/O38,True,variant_product,Talla: 38
product_template_opbb9154_413_sh,Terno OPBB9154-413.SH,OPBB9154-413.SH/34,OPBB9154-413.SH/O34,True,variant_product,Talla: 34
product_template_opbb9154_413_sh,Terno OPBB9154-413.SH,OPBB9154-413.SH/33,OPBB9154-413.SH/O33,True,variant_product,Talla: 33
product_template_opbb9154_413_sh,Terno OPBB9154-413.SH,OPBB9154-413.SH/32,OPBB9154-413.SH/O32,True,variant_product,Talla: 32
product_template_opbb9154_413_sh,Terno OPBB9154-413.SH,OPBB9154-413.SH/31,OPBB9154-413.SH/O31,True,variant_product,Talla: 31
product_template_opbb9154_413_sh,Terno OPBB9154-413.SH,OPBB9154-413.SH/30,OPBB9154-413.SH/O30,True,variant_product,Talla: 30
product_template_opbb9154_010_sh,Terno OPBB9154-010.SH,OPBB9154-010.SH/38,OPBB9154-010.SH/O38,True,variant_product,Talla: 38
product_template_opbb9154_010_sh,Terno OPBB9154-010.SH,OPBB9154-010.SH/36,OPBB9154-010.SH/O36,True,variant_product,Talla: 36
product_template_opbb9154_010_sh,Terno OPBB9154-010.SH,OPBB9154-010.SH/34,OPBB9154-010.SH/O34,True,variant_product,Talla: 34
product_template_opbb9154_010_sh,Terno OPBB9154-010.SH,OPBB9154-010.SH/33,OPBB9154-010.SH/O33,True,variant_product,Talla: 33
product_template_opbb9154_010_sh,Terno OPBB9154-010.SH,OPBB9154-010.SH/32,OPBB9154-010.SH/O32,True,variant_product,Talla: 32
product_template_opbb9154_010_sh,Terno OPBB9154-010.SH,OPBB9154-010.SH/31,OPBB9154-010.SH/O31,True,variant_product,Talla: 31
product_template_opbb9154_010_sh,Terno OPBB9154-010.SH,OPBB9154-010.SH/30,OPBB9154-010.SH/O30,True,variant_product,Talla: 30
product_template_pt_025_2,Pantalon PT-025-2,PT-025-2/29,PT-025-2/O29,True,variant_product,Talla: 29
product_template_pt_008_black_1,Pantalon PT-008-BLACK-1,PT-008-BLACK-1/32,PT-008-BLACK-1/O32,True,variant_product,Talla: 32
product_template_ag62128,VESTIDO CORTO P/DAMA VERDE,AG62128,AG62128,True,variant_product,
product_template_10637,VESTIDO CORTO P/DAMA BLACK,10637,10637,True,variant_product,
product_template_p_azul,VESTIDO LARGO DE FIESTA AZUL CON PIEDRAS TL 8,P-AZUL,P-AZUL,True,variant_product,
product_template_55809,VESTIDO LARGO DE FIESTA NAVY TL 6,55809,55809,True,variant_product,
product_template_56814z,VESTIDO LARGO DE FIESTA MIN/VERDE TL 6,56814Z,56814Z,True,variant_product,
product_template_mb0905_4cbc_2,Terno MB0905-4CBC-2,MB0905-4CBC-2/56,90540201925638,True,variant_product,Talla: 56
product_template_mb0905_4cbc_2,Terno MB0905-4CBC-2,MB0905-4CBC-2/52,90540201925234,True,variant_product,Talla: 52
product_template_mb0905_4cbc_2,Terno MB0905-4CBC-2,MB0905-4CBC-2/50,90540201925032,True,variant_product,Talla: 50
product_template_mb0905_4cbc_2,Terno MB0905-4CBC-2,MB0905-4CBC-2/54,90540201925436,True,variant_product,Talla: 54
product_template_mb0905_4cbc_2,Terno MB0905-4CBC-2,MB0905-4CBC-2/46,90540201924629,True,variant_product,Talla: 46
product_template_mb0905_4cbc_2,Terno MB0905-4CBC-2,MB0905-4CBC-2/48,90540201924830,True,variant_product,Talla: 48
product_template_mb0905_4cbc_2,Terno MB0905-4CBC-2,MB0905-4CBC-2/58,90540201925840,True,variant_product,Talla: 58
product_template_mb0905_14bc_2,Terno MB0905-14BC-2,MB0905-14BC-2/46,90514201924629,True,variant_product,Talla: 46
product_template_mb0905_14bc_2,Terno MB0905-14BC-2,MB0905-14BC-2/48,90514201924830,True,variant_product,Talla: 48
product_template_mb0905_14bc_2,Terno MB0905-14BC-2,MB0905-14BC-2/50,90514201925032,True,variant_product,Talla: 50
product_template_mb0905_14bc_2,Terno MB0905-14BC-2,MB0905-14BC-2/52,90514201925234,True,variant_product,Talla: 52
product_template_mb0905_14bc_2,Terno MB0905-14BC-2,MB0905-14BC-2/54,90514201925436,True,variant_product,Talla: 54
product_template_mb0905_14bc_2,Terno MB0905-14BC-2,MB0905-14BC-2/56,90514201925638,True,variant_product,Talla: 56
product_template_mb0905_14bc_2,Terno MB0905-14BC-2,MB0905-14BC-2/58,90514201925840,True,variant_product,Talla: 58
product_template_mb0905_11bc_2,Terno MB0905-11BC-2,MB0905-11BC-2/48,90511201924830,True,variant_product,Talla: 48
product_template_mb0905_11bc_2,Terno MB0905-11BC-2,MB0905-11BC-2/50,90511201925032,True,variant_product,Talla: 50
product_template_mb0905_11bc_2,Terno MB0905-11BC-2,MB0905-11BC-2/54,90511201925436,True,variant_product,Talla: 54
product_template_mb0905_11bc_2,Terno MB0905-11BC-2,MB0905-11BC-2/56,90511201925638,True,variant_product,Talla: 56
product_template_mb0905_11bc_2,Terno MB0905-11BC-2,MB0905-11BC-2/46,90511201924629,True,variant_product,Talla: 46
product_template_mb0905_11bc_2,Terno MB0905-11BC-2,MB0905-11BC-2/58,90511201925840,True,variant_product,Talla: 58
product_template_mb0905_11bc_2,Terno MB0905-11BC-2,MB0905-11BC-2/52,90511201925234,True,variant_product,Talla: 52
product_template_fund_adams,FUNDAS ADAMS 18FLI,FUND-ADAMS-18,FUND-ADAMS-18,True,variant_product,Talla: 18
product_template_fund_adams,FUNDA ADAMS 1.5X18.5,FUND-ADAMS-15,FUND-ADAMS-15,True,variant_product,Talla: 15
product_template_8870_35_2,Terno 8870-35-2,8870-35-2/17.5,8870352019091752,True,variant_product,Talla: 17.5
product_template_8870_35_1,Terno 8870-35-1,8870-35-1/17.5,8870352019091751,True,variant_product,Talla: 17.5
product_template_8870_35_2,Terno 8870-35-2,8870-35-2/17,8870352019091702,True,variant_product,Talla: 17
product_template_8870_35_1,Terno 8870-35-1,8870-35-1/17,8870352019091701,True,variant_product,Talla: 17
product_template_8870_35_2,Terno 8870-35-2,8870-35-2/16.5,8870352019091652,True,variant_product,Talla: 16.5
product_template_8870_35_1,Terno 8870-35-1,8870-35-1/16.5,8870352019091651,True,variant_product,Talla: 16.5
product_template_8870_35_2,Terno 8870-35-2,8870-35-2/16,8870352019091602,True,variant_product,Talla: 16
product_template_8870_35_1,Terno 8870-35-1,8870-35-1/16,8870352019091601,True,variant_product,Talla: 16
product_template_8870_35_2,Terno 8870-35-2,8870-35-2/15.5,8870352019091552,True,variant_product,Talla: 15.5
product_template_8870_35_1,Terno 8870-35-1,8870-35-1/15.5,8870352019091551,True,variant_product,Talla: 15.5
product_template_8870_35_2,Terno 8870-35-2,8870-35-2/15,8870352019091502,True,variant_product,Talla: 15
product_template_8870_35_1,Terno 8870-35-1,8870-35-1/15,8870352019091501,True,variant_product,Talla: 15
product_template_8870_35_2,Terno 8870-35-2,8870-35-2/14.5,8870352019091452,True,variant_product,Talla: 14.5
product_template_8870_35_1,Terno 8870-35-1,8870-35-1/14.5,8870352019091451,True,variant_product,Talla: 14.5
product_template_8911_8_2,Terno 8911-8-2,8911-8-2/17,891182019091702,True,variant_product,Talla: 17
product_template_8911_8_2,Terno 8911-8-2,8911-8-2/16.5,891182019091652,True,variant_product,Talla: 16.5
product_template_8911_8_2,Terno 8911-8-2,8911-8-2/16,891182019091602,True,variant_product,Talla: 16
product_template_8911_8_2,Terno 8911-8-2,8911-8-2/15,891182019091502,True,variant_product,Talla: 15
product_template_8911_8_2,Terno 8911-8-2,8911-8-2/17.5,891182019091752,True,variant_product,Talla: 17.5
product_template_8911_8_2,Terno 8911-8-2,8911-8-2/15.5,891182019091552,True,variant_product,Talla: 15.5
product_template_8911_8_2,Terno 8911-8-2,8911-8-2/14.5,891182019091452,True,variant_product,Talla: 14.5
product_template_8911_8_1,Terno 8911-8-1,8911-8-1/17.5,891182019091751,True,variant_product,Talla: 17.5
product_template_8911_8_1,Terno 8911-8-1,8911-8-1/16.5,891182019091651,True,variant_product,Talla: 16.5
product_template_8911_8_1,Terno 8911-8-1,8911-8-1/15.5,891182019091551,True,variant_product,Talla: 15.5
product_template_8911_8_1,Terno 8911-8-1,8911-8-1/17,891182019091701,True,variant_product,Talla: 17
product_template_8911_8_1,Terno 8911-8-1,8911-8-1/16,891182019091601,True,variant_product,Talla: 16
product_template_8911_8_1,Terno 8911-8-1,8911-8-1/15,891182019091501,True,variant_product,Talla: 15
