External ID,Internal Reference,match_failure_reason
product_template_bl10376,BL10376,No matching product.product in Odoo export
product_template_bl11945,BL11945,No matching product.product in Odoo export
product_template_blo5074,BLO5074,No matching product.product in Odoo export
product_template_blo8678,BLO8678,No matching product.product in Odoo export
product_template_blo9863,BLO9863,No matching product.product in Odoo export
product_template_bm14590_30,BM14590.30,No matching product.product in Odoo export
product_template_acce_17_01,ACCE-17-01,No matching product.product in Odoo export
product_template_acce_17_02,ACCE-17-02,No matching product.product in Odoo export
product_template_acce_17_03,ACCE-17-03,No matching product.product in Odoo export
product_template_acce_17_04,ACCE-17-04,No matching product.product in Odoo export
product_template_acce_17_05,ACCE-17-05,No matching product.product in Odoo export
product_template_acce_17_06,ACCE-17-06,No matching product.product in Odoo export
product_template_alfo_18x28,ALFO-18X28,No matching product.product in Odoo export
product_template_b031,B031,No matching product.product in Odoo export
product_template_90452,90452,No matching product.product in Odoo export
product_template_907,907,No matching product.product in Odoo export
product_template_91_l2219,91-L2219,No matching product.product in Odoo export
product_template_91_z1674,91-Z1674,No matching product.product in Odoo export
product_template_91_z1675,91-Z1675,No matching product.product in Odoo export
product_template_91212,91212,No matching product.product in Odoo export
product_template_914,914,No matching product.product in Odoo export
product_template_95164,95164,No matching product.product in Odoo export
product_template_95429,95429,No matching product.product in Odoo export
product_template_99_l7149,99-L7149,No matching product.product in Odoo export
product_template_a210,A210,No matching product.product in Odoo export
product_template_8313,8313,No matching product.product in Odoo export
product_template_8656bl_08,8656BL-08,No matching product.product in Odoo export
product_template_881_9200,881-9200,No matching product.product in Odoo export
product_template_81216_2,81216-2,No matching product.product in Odoo export
product_template_81216_4,81216-4,No matching product.product in Odoo export
product_template_81216_5,81216-5,No matching product.product in Odoo export
product_template_8197,8197,No matching product.product in Odoo export
product_template_820_8199,820-8199,No matching product.product in Odoo export
product_template_8210,8210,No matching product.product in Odoo export
product_template_8215,8215,No matching product.product in Odoo export
product_template_71671,71671,No matching product.product in Odoo export
product_template_728,728,No matching product.product in Odoo export
product_template_75_l6638,75-L6638,No matching product.product in Odoo export
product_template_7701331095965,7701331095965,No matching product.product in Odoo export
product_template_7704170729930,7704170729930,No matching product.product in Odoo export
product_template_7704170729978,7704170729978,No matching product.product in Odoo export
product_template_67_k00516,67-K00516,No matching product.product in Odoo export
product_template_67_k00540,67-K00540,No matching product.product in Odoo export
product_template_68_e68754,68-E68754,No matching product.product in Odoo export
product_template_68_k00578,68-K00578,No matching product.product in Odoo export
product_template_69_f0153,69-F0153,No matching product.product in Odoo export
product_template_69_l5779,69-L5779,No matching product.product in Odoo export
product_template_69_l6767,69-L6767,No matching product.product in Odoo export
product_template_69_l6768,69-L6768,No matching product.product in Odoo export
product_template_6960khc8,6960KHC8,No matching product.product in Odoo export
product_template_62_l6169,62-L6169,No matching product.product in Odoo export
product_template_64_e68305,64-E68305,No matching product.product in Odoo export
product_template_64_f0155,64-F0155,No matching product.product in Odoo export
product_template_641187,641187,No matching product.product in Odoo export
product_template_641934,641934,No matching product.product in Odoo export
product_template_642417,642417,No matching product.product in Odoo export
product_template_66_27459s,66-27459S,No matching product.product in Odoo export
product_template_60_k00559,60-K00559,No matching product.product in Odoo export
product_template_601827,601827,No matching product.product in Odoo export
product_template_61_f0154,61-F0154,No matching product.product in Odoo export
product_template_61_r6027,61-R6027,No matching product.product in Odoo export
product_template_612421,612421,No matching product.product in Odoo export
product_template_580554,580554,No matching product.product in Odoo export
product_template_59_e68395,59-E68395,No matching product.product in Odoo export
product_template_523_oma,523-OMA,No matching product.product in Odoo export
product_template_5235_yara,5235-YARA,No matching product.product in Odoo export
product_template_5235_yara1,5235-YARA1,No matching product.product in Odoo export
product_template_5244_yara1,5244-YARA1,No matching product.product in Odoo export
product_template_5244_yara2,5244-YARA2,No matching product.product in Odoo export
product_template_53_l5917,53-L5917,No matching product.product in Odoo export
product_template_53_l6012,53-L6012,No matching product.product in Odoo export
product_template_53_q0111,53-Q0111,No matching product.product in Odoo export
product_template_54_l6771,54-L6771,No matching product.product in Odoo export
product_template_55_12120,55-12120,No matching product.product in Odoo export
product_template_55_21941,55-21941,No matching product.product in Odoo export
product_template_55_21945,55-21945,No matching product.product in Odoo export
product_template_55_21995,55-21995,No matching product.product in Odoo export
product_template_52_l6168,52-L6168,No matching product.product in Odoo export
product_template_52_l6177,52-L6177,No matching product.product in Odoo export
product_template_521729,521729,No matching product.product in Odoo export
product_template_521832,521832,No matching product.product in Odoo export
product_template_522323,522323,No matching product.product in Odoo export
product_template_522421,522421,No matching product.product in Odoo export
product_template_522485g,522485G,No matching product.product in Odoo export
product_template_522495,522495,No matching product.product in Odoo export
product_template_522574,522574,No matching product.product in Odoo export
product_template_522912,522912,No matching product.product in Odoo export
product_template_522913,522913,No matching product.product in Odoo export
product_template_50_l6642,50-L6642,No matching product.product in Odoo export
product_template_50_l6779,50-L6779,No matching product.product in Odoo export
product_template_50017,50017,No matching product.product in Odoo export
product_template_5010_combinacion,5010-COMBINACION,No matching product.product in Odoo export
product_template_5010_barra,5010/BARRA,No matching product.product in Odoo export
product_template_5012,5012,No matching product.product in Odoo export
product_template_501827,501827,No matching product.product in Odoo export
product_template_5023,5023,No matching product.product in Odoo export
product_template_51_e66390,51-E66390,No matching product.product in Odoo export
product_template_51_l2318,51-L2318,No matching product.product in Odoo export
product_template_51_l4162,51-L4162,No matching product.product in Odoo export
product_template_51_l4771,51-L4771,No matching product.product in Odoo export
product_template_51_l4831,51-L4831,No matching product.product in Odoo export
product_template_51_l4839,51-L4839,No matching product.product in Odoo export
product_template_51_l4887,51-L4887,No matching product.product in Odoo export
product_template_51_l4894,51-L4894,No matching product.product in Odoo export
product_template_51_l4986,51-L4986,No matching product.product in Odoo export
product_template_51_l6687,51-L6687,No matching product.product in Odoo export
product_template_51_l6998,51-L6998,No matching product.product in Odoo export
product_template_51_l7003,51-L7003,No matching product.product in Odoo export
product_template_511836,511836,No matching product.product in Odoo export
product_template_511939,511939,No matching product.product in Odoo export
product_template_512127,512127,No matching product.product in Odoo export
product_template_512325,512325,No matching product.product in Odoo export
product_template_512329,512329,No matching product.product in Odoo export
product_template_512410,512410,No matching product.product in Odoo export
product_template_512417,512417,No matching product.product in Odoo export
product_template_45519l,45519L,No matching product.product in Odoo export
product_template_45519s,45519S,No matching product.product in Odoo export
product_template_45521l,45521L,No matching product.product in Odoo export
product_template_45521s,45521S,No matching product.product in Odoo export
product_template_45526,45526,No matching product.product in Odoo export
product_template_45537l,45537L,No matching product.product in Odoo export
product_template_45537s,45537S,No matching product.product in Odoo export
product_template_45538,45538,No matching product.product in Odoo export
product_template_45540l,45540L,No matching product.product in Odoo export
product_template_45540s,45540S,No matching product.product in Odoo export
product_template_45541l,45541L,No matching product.product in Odoo export
product_template_45568,45568,No matching product.product in Odoo export
product_template_45591,45591,No matching product.product in Odoo export
product_template_45593,45593,No matching product.product in Odoo export
product_template_45614,45614,No matching product.product in Odoo export
product_template_45724,45724,No matching product.product in Odoo export
product_template_45729,45729,No matching product.product in Odoo export
product_template_45777,45777,No matching product.product in Odoo export
product_template_45777_1,45777-1,No matching product.product in Odoo export
product_template_45778,45778,No matching product.product in Odoo export
product_template_45779,45779,No matching product.product in Odoo export
product_template_45792,45792,No matching product.product in Odoo export
product_template_46705,46705,No matching product.product in Odoo export
product_template_44149s,44149S,No matching product.product in Odoo export
product_template_44155l,44155L,No matching product.product in Odoo export
product_template_44155s,44155S,No matching product.product in Odoo export
product_template_44158,44158,No matching product.product in Odoo export
product_template_44194l,44194L,No matching product.product in Odoo export
product_template_44194s,44194S,No matching product.product in Odoo export
product_template_44416,44416,No matching product.product in Odoo export
product_template_44458,44458,No matching product.product in Odoo export
product_template_44478,44478,No matching product.product in Odoo export
product_template_44482,44482,No matching product.product in Odoo export
product_template_44483,44483,No matching product.product in Odoo export
product_template_44490,44490,No matching product.product in Odoo export
product_template_44527,44527,No matching product.product in Odoo export
product_template_44534,44534,No matching product.product in Odoo export
product_template_44537,44537,No matching product.product in Odoo export
product_template_44667,44667,No matching product.product in Odoo export
product_template_45001,45001,No matching product.product in Odoo export
product_template_45158,45158,No matching product.product in Odoo export
product_template_45228,45228,No matching product.product in Odoo export
product_template_45269,45269,No matching product.product in Odoo export
product_template_45350,45350,No matching product.product in Odoo export
product_template_45351,45351,No matching product.product in Odoo export
product_template_45513l,45513L,No matching product.product in Odoo export
product_template_45513s,45513S,No matching product.product in Odoo export
product_template_45515l,45515L,No matching product.product in Odoo export
product_template_45515s,45515S,No matching product.product in Odoo export
product_template_45518l,45518L,No matching product.product in Odoo export
product_template_45518s,45518S,No matching product.product in Odoo export
product_template_43215,43215,No matching product.product in Odoo export
product_template_43253,43253,No matching product.product in Odoo export
product_template_43315,43315,No matching product.product in Odoo export
product_template_43484,43484,No matching product.product in Odoo export
product_template_43500_sal,43500-SAL,No matching product.product in Odoo export
product_template_43940l,43940L,No matching product.product in Odoo export
product_template_43940s,43940S,No matching product.product in Odoo export
product_template_43947l,43947L,No matching product.product in Odoo export
product_template_43947s,43947S,No matching product.product in Odoo export
product_template_43950l,43950L,No matching product.product in Odoo export
product_template_43950s,43950S,No matching product.product in Odoo export
product_template_43951l,43951L,No matching product.product in Odoo export
product_template_43951s,43951S,No matching product.product in Odoo export
product_template_43986,43986,No matching product.product in Odoo export
product_template_43987,43987,No matching product.product in Odoo export
product_template_44007,44007,No matching product.product in Odoo export
product_template_44013,44013,No matching product.product in Odoo export
product_template_44014,44014,No matching product.product in Odoo export
product_template_44022,44022,No matching product.product in Odoo export
product_template_44034,44034,No matching product.product in Odoo export
product_template_44035,44035,No matching product.product in Odoo export
product_template_44037,44037,No matching product.product in Odoo export
product_template_44063,44063,No matching product.product in Odoo export
product_template_44067,44067,No matching product.product in Odoo export
product_template_44079,44079,No matching product.product in Odoo export
product_template_44080,44080,No matching product.product in Odoo export
product_template_42177,42177,No matching product.product in Odoo export
product_template_42310l,42310L,No matching product.product in Odoo export
product_template_42310s,42310S,No matching product.product in Odoo export
product_template_42342,42342,No matching product.product in Odoo export
product_template_42343,42343,No matching product.product in Odoo export
product_template_42759l,42759L,No matching product.product in Odoo export
product_template_42759s,42759S,No matching product.product in Odoo export
product_template_42760,42760,No matching product.product in Odoo export
product_template_42769,42769,No matching product.product in Odoo export
product_template_42804,42804,No matching product.product in Odoo export
product_template_42809,42809,No matching product.product in Odoo export
product_template_42812,42812,No matching product.product in Odoo export
product_template_42813,42813,No matching product.product in Odoo export
product_template_42820,42820,No matching product.product in Odoo export
product_template_42821,42821,No matching product.product in Odoo export
product_template_42843,42843,No matching product.product in Odoo export
product_template_42844,42844,No matching product.product in Odoo export
product_template_42883,42883,No matching product.product in Odoo export
product_template_42985s,42985S,No matching product.product in Odoo export
product_template_40w_driver,40W DRIVER,No matching product.product in Odoo export
product_template_41012,41012,No matching product.product in Odoo export
product_template_411_0306,411-0306,No matching product.product in Odoo export
product_template_411_5158,411-5158,No matching product.product in Odoo export
product_template_411_5160,411-5160,No matching product.product in Odoo export
product_template_403_0503,403-0503,No matching product.product in Odoo export
product_template_403_0508,403-0508,No matching product.product in Odoo export
product_template_403_10594,403-10594,No matching product.product in Odoo export
product_template_403_5149,403-5149,No matching product.product in Odoo export
product_template_403_5661,403-5661,No matching product.product in Odoo export
product_template_403_9259,403-9259,No matching product.product in Odoo export
product_template_40474l,40474L,No matching product.product in Odoo export
product_template_40474s,40474S,No matching product.product in Odoo export
product_template_40562,40562,No matching product.product in Odoo export
product_template_40563,40563,No matching product.product in Odoo export
product_template_40572,40572,No matching product.product in Odoo export
product_template_40573,40573,No matching product.product in Odoo export
product_template_40632l,40632L,No matching product.product in Odoo export
product_template_40632s,40632S,No matching product.product in Odoo export
product_template_40633s,40633S,No matching product.product in Odoo export
product_template_40697,40697,No matching product.product in Odoo export
product_template_40788l,40788L,No matching product.product in Odoo export
product_template_40788s,40788S,No matching product.product in Odoo export
product_template_408_8125,408-8125,No matching product.product in Odoo export
product_template_408_8166,408-8166,No matching product.product in Odoo export
product_template_40930,40930,No matching product.product in Odoo export
product_template_40970,40970,No matching product.product in Odoo export
product_template_36_42223,36-42223,No matching product.product in Odoo export
product_template_36695,36695,No matching product.product in Odoo export
product_template_36740l,36740L,No matching product.product in Odoo export
product_template_39060l,39060L,No matching product.product in Odoo export
product_template_39339l,39339L,No matching product.product in Odoo export
product_template_39346l,39346L,No matching product.product in Odoo export
product_template_39445,39445,No matching product.product in Odoo export
product_template_39446,39446,No matching product.product in Odoo export
product_template_39467,39467,No matching product.product in Odoo export
product_template_39491,39491,No matching product.product in Odoo export
product_template_39492,39492,No matching product.product in Odoo export
product_template_39793,39793,No matching product.product in Odoo export
product_template_3470557,3470557,No matching product.product in Odoo export
product_template_3062_20_ec,3062/20-EC,No matching product.product in Odoo export
product_template_28,28,No matching product.product in Odoo export
product_template_29417,29417,No matching product.product in Odoo export
product_template_302,302,No matching product.product in Odoo export
product_template_302_13197,302-13197,No matching product.product in Odoo export
product_template_303_44416,303-44416,No matching product.product in Odoo export
product_template_30401ta,30401TA,No matching product.product in Odoo export
product_template_24_22377,24-22377,No matching product.product in Odoo export
product_template_24_30w_driver,24-30W DRIVER,No matching product.product in Odoo export
product_template_25125,25125,No matching product.product in Odoo export
product_template_21pm300,21PM300,No matching product.product in Odoo export
product_template_22_20087,22-20087,No matching product.product in Odoo export
product_template_22_20088,22-20088,No matching product.product in Odoo export
product_template_22_24058,22-24058,No matching product.product in Odoo export
product_template_21_0170,21-0170,No matching product.product in Odoo export
product_template_21_0138,21-0138,No matching product.product in Odoo export
product_template_21_0134,21-0134,No matching product.product in Odoo export
product_template_21_0135,21-0135,No matching product.product in Odoo export
product_template_21_0136,21-0136,No matching product.product in Odoo export
product_template_21_0137,21-0137,No matching product.product in Odoo export
product_template_18pm900,18PM900,No matching product.product in Odoo export
product_template_18w_drive,18W DRIVE,No matching product.product in Odoo export
product_template_19_1444,19-1444,No matching product.product in Odoo export
product_template_19_1821,19-1821,No matching product.product in Odoo export
product_template_19_1835,19-1835,No matching product.product in Odoo export
product_template_19_22273,19-22273,No matching product.product in Odoo export
product_template_19_22274,19-22274,No matching product.product in Odoo export
product_template_19_22276,19-22276,No matching product.product in Odoo export
product_template_19_22286,19-22286,No matching product.product in Odoo export
product_template_19_2349,19-2349,No matching product.product in Odoo export
product_template_19_2412,19-2412,No matching product.product in Odoo export
product_template_190_0437,190-0437,No matching product.product in Odoo export
product_template_20_22513t,20-22513T,No matching product.product in Odoo export
product_template_20_22514g,20-22514G,No matching product.product in Odoo export
product_template_20_27095g,20-27095G,No matching product.product in Odoo export
product_template_20_27102g,20-27102G,No matching product.product in Odoo export
product_template_20_28981,20-28981,No matching product.product in Odoo export
product_template_20_28989,20-28989,No matching product.product in Odoo export
product_template_20011_haby,20011-HABY,No matching product.product in Odoo export
product_template_205021,205021,No matching product.product in Odoo export
product_template_205021v,205021V,No matching product.product in Odoo export
product_template_178884,178884,No matching product.product in Odoo export
product_template_17ck180_100,17CK180-100,No matching product.product in Odoo export
product_template_13pw0103,13PW0103,No matching product.product in Odoo export
product_template_104_42647,104-42647,No matching product.product in Odoo export
product_template_104_42771,104-42771,No matching product.product in Odoo export
product_template_1046,1046,No matching product.product in Odoo export
product_template_12_0051,12-0051,No matching product.product in Odoo export
product_template_12_3954,12-3954,No matching product.product in Odoo export
product_template_125_0406,125-0406,No matching product.product in Odoo export
product_template_10_22965,10-22965,No matching product.product in Odoo export
product_template_10_2952,10-2952,No matching product.product in Odoo export
product_template_10_2996,10-2996,No matching product.product in Odoo export
product_template_10_3000,10-3000,No matching product.product in Odoo export
product_template_1017n,1017N,No matching product.product in Odoo export
product_template_0437,0437,No matching product.product in Odoo export
product_template_0491,0491,No matching product.product in Odoo export
product_template_0731,0731,No matching product.product in Odoo export
product_template_08_40456,08-40456,No matching product.product in Odoo export
product_template_08_42299,08-42299,No matching product.product in Odoo export
product_template_08_42325,08-42325,No matching product.product in Odoo export
product_template_08_42339,08-42339,No matching product.product in Odoo export
product_template_08_42342,08-42342,No matching product.product in Odoo export
product_template_08_42793,08-42793,No matching product.product in Odoo export
product_template_009_99,009-99,No matching product.product in Odoo export
product_template_025_79086,025-79086,No matching product.product in Odoo export
product_template_cha-milano-blanco-l,CHA-MILANO-BLANCO-L,No matching product.product in Odoo export
