odoo_ext_id,tmpl_id,tmpl_name,variant_values,reason
__export__.product_product_87902_a0dc76cb,__import__.product_template_pt_ni_o,Pantalon PT-NIÑO,,Not present in Phase 2 or simple CSV
__export__.product_product_88329_0bf74f31,__import__.product_template_pt_tl_10_400b_azn,Pantalon PT-TL-10-400B-AZN,,Not present in Phase 2 or simple CSV
__export__.product_product_88972_2417fc9f,__import__.product_template_pt_tl_10_656c,Pantalon PT-TL-10-656C,,Not present in Phase 2 or simple CSV
__export__.product_product_96117_bc3ecb7d,__import__.product_template_g07034as_blue,RINSE BLUE,,Not present in Phase 2 or simple CSV
__export__.product_product_89309_5d98ad54,__import__.product_template_set_charlotte,"SET CHARLOTTE, VERDE T.S",,Not present in Phase 2 or simple CSV
__export__.product_product_85559_90f40ef9,__import__.product_template_set_meg_ylw,SET MEGHAN YELLOW,,Not present in Phase 2 or simple CSV
__export__.product_product_95108_7832fd51,__import__.product_template_mmsl00538_fa430367_7073_46,SHIRT GOLD ON PRINTED FABRIC MORATO BLUE INK,,Not present in Phase 2 or simple CSV
__export__.product_product_95106_2317b17b,__import__.product_template_mmsl00529_fa430374_6002_50,SHIRT LONG SLEEVE WITH VENT ON MORATO MULTCOLORE,,Not present in Phase 2 or simple CSV
__export__.product_product_95107_5d6e7410,__import__.product_template_mmsl00529_fa430374_6002_46,SHIRT LONG SLEEVE WITH VENT ON MORATO MULTCOLORE (mmsl00529_fa430374_6002_46),,Not present in Phase 2 or simple CSV
__export__.product_product_95109_4e207168,__import__.product_template_mmsl00425_fa430305_9024_46,SHIRT PRINTED FABRIC MORATO STEEL GREY,,Not present in Phase 2 or simple CSV
__export__.product_product_88320_1e73e9df,__import__.product_template_short_cairo,SHORT LINO P/DAMA BEIGE / LADRILLO /NEGRO /VERDE ESTAMP,,Not present in Phase 2 or simple CSV
__export__.product_product_95358_8a7f756d,__import__.product_template_j11063_bleach_blue_sh,SHORT P/DAMA OBSENA,,Not present in Phase 2 or simple CSV
__export__.product_product_96349_eb1f509a,__import__.product_template_16350,Terno 16350,,Not present in Phase 2 or simple CSV
__export__.product_product_94918_0403659e,__import__.product_template_2536_kan_tally,Terno 2536-KAN-TALLY,,Not present in Phase 2 or simple CSV
__export__.product_product_96309_df221a27,__import__.product_template_43290,Terno 43290,,Not present in Phase 2 or simple CSV
__export__.product_product_96312_9534d5bc,__import__.product_template_43500,Terno 43500,,Not present in Phase 2 or simple CSV
__export__.product_product_96315_c918debb,__import__.product_template_43510,Terno 43510,,Not present in Phase 2 or simple CSV
__export__.product_product_7_310331e0,__export__.product_template_6_1e7f7442,Terno BC Prueba,Talla: 46,Not present in Phase 2 or simple CSV
__export__.product_product_8_56b35606,__export__.product_template_6_1e7f7442,Terno BC Prueba,Talla: 48,Not present in Phase 2 or simple CSV
__export__.product_product_9_19bc78d9,__export__.product_template_6_1e7f7442,Terno BC Prueba,Talla: 50,Not present in Phase 2 or simple CSV
__export__.product_product_10_f27b443e,__export__.product_template_6_1e7f7442,Terno BC Prueba,Talla: 52,Not present in Phase 2 or simple CSV
__export__.product_product_11_28b49897,__export__.product_template_6_1e7f7442,Terno BC Prueba,Talla: 54,Not present in Phase 2 or simple CSV
__export__.product_product_12_2b190582,__export__.product_template_6_1e7f7442,Terno BC Prueba,Talla: 56,Not present in Phase 2 or simple CSV
__export__.product_product_13_129a857c,__export__.product_template_6_1e7f7442,Terno BC Prueba,Talla: 58,Not present in Phase 2 or simple CSV
__export__.product_product_88286_0f68a609,__import__.product_template_cv_u11_016_bu,Terno CV-U11-016-BU,,Not present in Phase 2 or simple CSV
__export__.product_product_88285_cfd49ec3,__import__.product_template_cv_u11_037_nv,Terno CV-U11-037-NV,,Not present in Phase 2 or simple CSV
__export__.product_product_94422_a6bf7681,__import__.product_template_kan_anhoa,Terno KAN-ANHOA,,Not present in Phase 2 or simple CSV
__export__.product_product_95104_8f4cfc0d,__import__.product_template_mmtr00498_fa800109_w00749_5065_36,Terno MMTR00498-FA800109-W00749-5065-36,,Not present in Phase 2 or simple CSV
__export__.product_product_95103_46cd51d2,__import__.product_template_mmtr00498_fa800109_w00749_5065_38,Terno MMTR00498-FA800109-W00749-5065-38,,Not present in Phase 2 or simple CSV
__export__.product_product_95102_0ddae963,__import__.product_template_mmtr00498_fa800109_w00749_5065_40,Terno MMTR00498-FA800109-W00749-5065-40,,Not present in Phase 2 or simple CSV
__export__.product_product_95101_b9e348bd,__import__.product_template_mmtr00498_fa800109_w00749_7013_38,Terno MMTR00498-FA800109-W00749-7013-38,,Not present in Phase 2 or simple CSV
__export__.product_product_95105_64e0cf38,__import__.product_template_mmtr00498_w00749_5065_34,Terno MMTR00498-W00749-5065-34,,Not present in Phase 2 or simple CSV
__export__.product_product_86613_5d889cd4,__import__.product_template_mr_10845_1,Terno MR-10845-1,,Not present in Phase 2 or simple CSV
__export__.product_product_96018_47476965,__import__.product_template_nodim_driver,Terno NODIM-DRIVER,,Not present in Phase 2 or simple CSV
__export__.product_product_95390_7d1e80e4,__import__.product_template_opbs5148_468_sh,Terno OPBS5148-468.SH,,Not present in Phase 2 or simple CSV
__export__.product_product_86828_bad3a543,__import__.product_template_sd040_2b_ch,Terno SD040-2B-CH,,Not present in Phase 2 or simple CSV
__export__.product_product_94867_c53f7a81,__import__.product_template_tl_10_656a,Terno TL-10-656A,,Not present in Phase 2 or simple CSV
__export__.product_product_94869_71a020ba,__import__.product_template_tl_10_658b,Terno TL-10-658B,,Not present in Phase 2 or simple CSV
__export__.product_product_94868_0306f01b,__import__.product_template_tl_10_658c,Terno TL-10-658C,,Not present in Phase 2 or simple CSV
__export__.product_product_86705_d474a099,__import__.product_template_ve_passion_bl_a,Terno VE-PASSION-BL-A,,Not present in Phase 2 or simple CSV
__export__.product_product_86706_6c77fc4d,__import__.product_template_ve_passion_dro,Terno VE-PASSION-DRO,,Not present in Phase 2 or simple CSV
__export__.product_product_86704_2f4c6bd4,__import__.product_template_ve_passion_esl,Terno VE-PASSION-ESL,,Not present in Phase 2 or simple CSV
__export__.product_product_86707_8b00b191,__import__.product_template_ve_passion_ol,Terno VE-PASSION-OL,,Not present in Phase 2 or simple CSV
__export__.product_product_94459_92a58dff,__import__.product_template_z_1759siuk_az,Terno Z-1759SIUK-AZ,,Not present in Phase 2 or simple CSV
__export__.product_product_94609_16405ecf,__import__.product_template_z_2836_dfv_na,Terno Z-2836-DFV-NA,,Not present in Phase 2 or simple CSV
__export__.product_product_94610_34ce2ba0,__import__.product_template_z_2839dfv_gd,Terno Z-2839DFV-GD,,Not present in Phase 2 or simple CSV
__export__.product_product_94611_e0ab25e2,__import__.product_template_z_2839dfv_ne,Terno Z-2839DFV-NE,,Not present in Phase 2 or simple CSV
__export__.product_product_94607_d99ff81c,__import__.product_template_z_3021lamo_ne,Terno Z-3021LAMO-NE,,Not present in Phase 2 or simple CSV
__export__.product_product_94608_a927adde,__import__.product_template_z_5325clape_mo,Terno Z-5325CLAPE-MO,,Not present in Phase 2 or simple CSV
__export__.product_product_94739_41b6db21,__import__.product_template_z_sd913davi_rd,Terno Z-SD913DAVI-RD,,Not present in Phase 2 or simple CSV
__export__.product_product_86918_5fff1a5b,__import__.product_template_vest_anast_bge,VESTIDO ANASTACIA BEIGE,,Not present in Phase 2 or simple CSV
__export__.product_product_86612_54fabd59,__import__.product_template_ve_ariadna_bge,VESTIDO ARIADNA BEIGE,,Not present in Phase 2 or simple CSV
__export__.product_product_88312_d4d934f8,__import__.product_template_ve_heidy_consig,VESTIDO AZUL REY,,Not present in Phase 2 or simple CSV
__export__.product_product_85541_ddd16259,__import__.product_template_ve_ela_li,VESTIDO ELA LILA,,Not present in Phase 2 or simple CSV
__export__.product_product_88317_c3396b5f,__import__.product_template_ve_antonia_consig,VESTIDO ESTAMPADO FUCSIA,,Not present in Phase 2 or simple CSV
__export__.product_product_86818_36fe1bc9,__import__.product_template_ve_ginb_fuc,VESTIDO GINEBRA FUCSIA,,Not present in Phase 2 or simple CSV
__export__.product_product_85581_38913148,__import__.product_template_ve_katya_az,VESTIDO KATYA AZUL,,Not present in Phase 2 or simple CSV
__export__.product_product_85580_f3d03c34,__import__.product_template_ve_katya_pk,VESTIDO KATYA PINK,,Not present in Phase 2 or simple CSV
__export__.product_product_86823_c12a29e7,__import__.product_template_ve_maia_lnt_grn,VESTIDO LENTEJUELA MAIA GREEN,,Not present in Phase 2 or simple CSV
__export__.product_product_86384_9fb9e61a,__import__.product_template_ve_milenag_grn,VESTIDO MILENA GREEN,,Not present in Phase 2 or simple CSV
__export__.product_product_86975_dd44d0c5,__import__.product_template_vest_rose_bl,VESTIDO MOPA 2023-2 BLACK,,Not present in Phase 2 or simple CSV
__export__.product_product_86648_a8f260e2,__import__.product_template_ve_paulina_mag,VESTIDO PAULINA MAGENTA,,Not present in Phase 2 or simple CSV
__export__.product_product_86508_4ce2ad92,__import__.product_template_ve_stela_az,VESTIDO STELA AZUL,,Not present in Phase 2 or simple CSV
__export__.product_product_95857_f7d636f6,__import__.product_template_xlh1639_11_apricot,ZAPATOS OBSENA,"Ancho Corbata: 6 cm,Talla: 8",Not present in Phase 2 or simple CSV
__export__.product_product_95858_c6d8ab6d,__import__.product_template_xlh1639_11_apricot,ZAPATOS OBSENA,"Ancho Corbata: 6 cm,Talla: 9",Not present in Phase 2 or simple CSV
__export__.product_product_95859_b794d304,__import__.product_template_xlh1639_11_apricot,ZAPATOS OBSENA,"Ancho Corbata: 6 cm,Talla: 10",Not present in Phase 2 or simple CSV
__export__.product_product_95860_ba46483c,__import__.product_template_xlh1639_11_apricot,ZAPATOS OBSENA,"Ancho Corbata: 7 cm,Talla: 8",Not present in Phase 2 or simple CSV
__export__.product_product_95861_9a1fa106,__import__.product_template_xlh1639_11_apricot,ZAPATOS OBSENA,"Ancho Corbata: 7 cm,Talla: 9",Not present in Phase 2 or simple CSV
__export__.product_product_95862_a18fd82a,__import__.product_template_xlh1639_11_apricot,ZAPATOS OBSENA,"Ancho Corbata: 7 cm,Talla: 10",Not present in Phase 2 or simple CSV
__export__.product_product_86950_3a4ff86c,__import__.product_template_zp_gam_ol_s_f_cassini,Zapato ZP-GAM-OL-S/F-CASSINI,,Not present in Phase 2 or simple CSV
__export__.product_product_86894_f7a7014c,__import__.product_template_zp_hjvb_gam_gr,Zapato ZP-HJVB-GAM-GR,,Not present in Phase 2 or simple CSV
