sku,nombre_contifico,codigo_barra,categoria_id,marca_nombre,pvp1,costo,stock_total_contifico,estado_contifico,motivo_exclusion
JR5302-BLK-S1/16,H. CAMISA P/CABALLERO NEGRA P/S 32-33 BRUNO CASSINI,JR5302-BLK-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,47.74,0.00,0.00,A,stock_total_0
JR5302-BLK-S1/15.5,H. CAMISA P/CABALLERO NEGRA P/S 32-33 BRUNO CASSINI,JR5302-BLK-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,47.74,0.00,0.00,A,stock_total_0
JR5302-BLK-S1/15,H. CAMISA P/CABALLERO NEGRA P/S 32-33 BRUNO CASSINI,JR5302-BLK-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,47.74,0.00,0.00,A,stock_total_0
JR5302-BLK-S1/14.5,H. CAMISA P/CABALLERO NEGRA P/S 32-33 BRUNO CASSINI,JR5302-BLK-S1/O14.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,47.74,0.00,0.00,A,stock_total_0
JR5302-RO-S2/18,H. CAMISA P/CABALLERO ROSADA P/S 34-35 BRUNO CASSINI,JR5302-RO-S2/O18,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S2/17.5,H. CAMISA P/CABALLERO ROSADA P/S 34-35 BRUNO CASSINI,JR5302-RO-S2/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S2/17,H. CAMISA P/CABALLERO ROSADA P/S 34-35 BRUNO CASSINI,JR5302-RO-S2/O17,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S2/16.5,H. CAMISA P/CABALLERO ROSADA P/S 34-35 BRUNO CASSINI,JR5302-RO-S2/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S2/16,H. CAMISA P/CABALLERO ROSADA P/S 34-35 BRUNO CASSINI,JR5302-RO-S2/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S2/15.5,H. CAMISA P/CABALLERO ROSADA P/S 34-35 BRUNO CASSINI,JR5302-RO-S2/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S2/15,H. CAMISA P/CABALLERO ROSADA P/S 34-35 BRUNO CASSINI,JR5302-RO-S2/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S1/16.5,H. CAMISA P/CABALLERO ROSADA P/S 32-33 BRUNO CASSINI,JR5302-RO-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S1/16,H. CAMISA P/CABALLERO ROSADA P/S 32-33 BRUNO CASSINI,JR5302-RO-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S1/15.5,H. CAMISA P/CABALLERO ROSADA P/S 32-33 BRUNO CASSINI,JR5302-RO-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S1/15,H. CAMISA P/CABALLERO ROSADA P/S 32-33 BRUNO CASSINI,JR5302-RO-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-RO-S1/14.5,H. CAMISA P/CABALLERO ROSADA P/S 32-33 BRUNO CASSINI,JR5302-RO-S1/O14.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S2/15,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR5302-WH-S2/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,17.30,0.00,0.00,A,stock_total_0
JR5302-WH-S2/15.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR5302-WH-S2/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S2/16,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR5302-WH-S2/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S2/16.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR5302-WH-S2/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S2/17,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR5302-WH-S2/O17,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S2/17.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR5302-WH-S2/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S2/18,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR5302-WH-S2/O18,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S1/14.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR5302-WH-S1/O14.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S1/15,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR5302-WH-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,17.30,0.00,0.00,A,stock_total_0
JR5302-WH-S1/15.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR5302-WH-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S1/16,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR5302-WH-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR5302-WH-S1/16.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR5302-WH-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0622-3-S1/14.5,H. CAMISA P/CABALLERO SLY/LINEAS P/S 32-33 BRUNO CASSINI,JR0622-3-S1/O14.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0622-3-S1/15,H. CAMISA P/CABALLERO SLY/LINEAS P/S 32-33 BRUNO CASSINI,JR0622-3-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0622-3-S1/15.5,H. CAMISA P/CABALLERO SLY/LINEAS P/S 32-33 BRUNO CASSINI,JR0622-3-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0622-3-S1/16,H. CAMISA P/CABALLERO SLY/LINEAS P/S 32-33 BRUNO CASSINI,JR0622-3-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0622-3-S1/16.5,H. CAMISA P/CABALLERO SLY/LINEAS P/S 32-33 BRUNO CASSINI,JR0622-3-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0622-3-S1/17,H. CAMISA P/CABALLERO SLY/LINEAS P/S 32-33 BRUNO CASSINI,JR0622-3-S1/O17,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0622-3-S1/17.5,H. CAMISA P/CABALLERO SLY/LINEAS P/S 32-33 BRUNO CASSINI,JR0622-3-S1/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR01103-3-S1/14.5,H. CAMISA P/CABALLERO CELESTE/RAYAS P/S 32-33 BRUNO CASSINI,JR01103-3-S1/O14.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR01103-3-S1/15,H. CAMISA P/CABALLERO CELESTE/RAYAS P/S 32-33 BRUNO CASSINI,JR01103-3-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR01103-3-S1/15.5,H. CAMISA P/CABALLERO CELESTE/RAYAS P/S 32-33 BRUNO CASSINI,JR01103-3-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR01103-3-S1/16,H. CAMISA P/CABALLERO CELESTE/RAYAS P/S 32-33 BRUNO CASSINI,JR01103-3-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR01103-3-S1/16.5,H. CAMISA P/CABALLERO CELESTE/RAYAS P/S 32-33 BRUNO CASSINI,JR01103-3-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR01103-3-S1/17,H. CAMISA P/CABALLERO CELESTE/RAYAS P/S 32-33 BRUNO CASSINI,JR01103-3-S1/O17,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR01103-3-S1/17.5,H. CAMISA P/CABALLERO CELESTE/RAYAS P/S 32-33 BRUNO CASSINI,JR01103-3-S1/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-2-S1/14.5,H. CAMISA P/CABALLERO RED/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-2-S1/O14.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-2-S1/15,H. CAMISA P/CABALLERO RED/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-2-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-2-S1/15.5,H. CAMISA P/CABALLERO RED/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-2-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-2-S1/16,H. CAMISA P/CABALLERO RED/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-2-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-2-S1/16.5,H. CAMISA P/CABALLERO RED/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-2-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-2-S1/17,H. CAMISA P/CABALLERO RED/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-2-S1/O17,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-2-S1/17.5,H. CAMISA P/CABALLERO RED/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-2-S1/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-3-S1/14.5,H. CAMISA P/CABALLERO LILA/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-3-S1/O14.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-3-S1/15,H. CAMISA P/CABALLERO LILA/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-3-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-3-S1/15.5,H. CAMISA P/CABALLERO LILA/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-3-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-3-S1/16,H. CAMISA P/CABALLERO LILA/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-3-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-3-S1/16.5,H. CAMISA P/CABALLERO LILA/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-3-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-3-S1/17,H. CAMISA P/CABALLERO LILA/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-3-S1/O17,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR0221-3-S1/17.5,H. CAMISA P/CABALLERO LILA/CUADROS P/S 32-33 BRUNO CASSINI,JR0221-3-S1/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
CAR-CRUZCD-2021,M. CARTERA P/DAMA VARIOS MODELOS,CAR-CRUZLV-2021,4pzb8L2VUjWQbEwN,,47.83,0.00,0.00,A,stock_total_0
CAR-BAULMK-2021,M. CARTERA P/DAMA VARIOS MODELOS,CAR-BAULMK-2021,4pzb8L2VUjWQbEwN,,52.09,0.00,0.00,A,stock_total_0
JR-202-4-S2/18,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-4-S2/O18,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,47.74,0.00,0.00,A,stock_total_0
JR-202-4-S2/17.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-4-S2/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S2/16.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-4-S2/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S2/16,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-4-S2/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S2/15.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-4-S2/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S2/15,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-4-S2/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S2/18,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-5-S2/O18,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,47.74,0.00,0.00,A,stock_total_0
JR-202-5-S2/17.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-5-S2/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S2/16.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-5-S2/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S2/16,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-5-S2/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S2/15.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-5-S2/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S2/15,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-5-S2/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S2/18,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-6-S2/O18,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S2/17.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-6-S2/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S2/16.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-6-S2/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S2/16,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-6-S2/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S2/15.5,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-6-S2/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S2/15,H. CAMISA P/CABALLERO BLANCA P/S 34-35 BRUNO CASSINI,JR-202-6-S2/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S1/17.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-4-S1/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S1/16.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-4-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S1/16,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-4-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S1/15.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-4-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-4-S1/15,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-4-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S1/17.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-5-S1/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S1/16.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-5-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S1/16,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-5-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S1/15.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-5-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-5-S1/15,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-5-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S1/17.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-6-S1/O17.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S1/16.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-6-S1/O16.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S1/16,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-6-S1/O16,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S1/15.5,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-6-S1/O15.5,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
JR-202-6-S1/15,H. CAMISA P/CABALLERO BLANCA P/S 32-33 BRUNO CASSINI,JR-202-6-S1/O15,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,39.04,0.00,0.00,A,stock_total_0
CLACH008-M,H. CINTURON P/CABALLERO C/H LISO MIEL,CLACH008-M,J0yel4YBUomkeER7,,20.78,0.00,0.00,A,stock_total_0
CLACH006-C,H. CINTURON P/CABALLERO C/H LISO CAFE,CLACH006-C,J0yel4YBUomkeER7,,21.65,0.00,0.00,A,stock_total_0
CAR-43550-2,M. CARTERA P/DAMA VARIOS MODELOS,CAR-43550-2,4pzb8L2VUjWQbEwN,,55.57,0.00,0.00,A,stock_total_0
CAR-2023-A75,M. CARTERA P/DAMA VARIOS MODELOS,CAR-2023-A75,4pzb8L2VUjWQbEwN,,55.57,0.00,0.00,A,stock_total_0
CAR-BAUL-2021,M. CARTERA P/DAMA VARIOS MODELOS,CAR-BAUL-2021,4pzb8L2VUjWQbEwN,,52.09,0.00,0.00,A,stock_total_0
CAR-CRZ-2021,M. CARTERA P/DAMA VARIOS MODELOS,CAR-CRZ-2021,4pzb8L2VUjWQbEwN,,46.00,0.00,0.00,A,stock_total_0
PL-MONT-A1,PLUMA MONT BLANC,PL-MONT-A1,4pzb82yZNUjWQeEw,,39.04,0.00,0.00,A,stock_total_0
9A1516-11BC-2/46,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,91516112021044628,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,243.39,0.00,0.00,A,stock_total_0
9A1516-11BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,91516112021044830,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,243.39,0.00,0.00,A,stock_total_0
9A1516-11BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,91516112021045032,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,243.39,0.00,0.00,A,stock_total_0
9A1516-11BC-2/52,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,91516112021045234,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,243.39,0.00,0.00,A,stock_total_0
9A1516-11BC-2/54,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,91516112021045436,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,243.39,0.00,0.00,A,stock_total_0
9A1516-11BC-2/56,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,91516112021045638,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,243.39,0.00,0.00,A,stock_total_0
9A1516-11BC-2/58,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,91516112021045840,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,243.39,0.00,0.00,A,stock_total_0
HE005-8BC-2/46,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,00582021044628,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
HE005-8BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,00582021044830,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
HE005-8BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,00582021045032,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
HE005-8BC-2/52,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,00582021045234,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
HE005-8BC-2/54,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,00582021045436,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
HE005-8BC-2/56,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,00582021045638,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
HE005-8BC-2/58,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,00582021045840,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
9E2732-6BC-2/54,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,9273262021045436,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
9E2732-6BC-2/46,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,9273262021044628,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
9E2732-6BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,9273262021044830,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
9E2732-6BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI DOS BOTONES,9273262021045032,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,165.13,0.00,0.00,A,stock_total_0
