Categoría,Subcategoría,Código,Código Catálogo 	,Nombre,Serie,Unidad,Marca,Costo Prom,Stock Mínimo,Stock,Total
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-16-BC-2/46,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,7.00,296.31
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-16-BC-2/48,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,12.00,507.96
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-16-BC-2/50,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,16.00,677.28
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-16-BC-2/52,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,12.00,507.96
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-16-BC-2/54,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,5.00,211.65
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-16-BC-2/56,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,6.00,253.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-19-BC-2/46,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,1.00,42.33
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-19-BC-2/48,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,3.00,126.99
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-19-BC-2/50,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,1.00,42.33
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-20-BC-2/54,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI NEGRO,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,1.00,42.33
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-20-BC-2/56,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI NEGRO,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,1.00,42.33
TERNO / CABALLERO ,TERNO / CABALLERO ,24C29918-20-BC-2/58,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI NEGRO,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,2.00,84.66
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/46,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,4.00,167.96
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/48,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,9.00,377.91
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/50,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,13.00,545.87
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/52,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,11.00,461.89
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/54,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,3.00,125.97
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/56,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,2.00,83.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/60,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,43.99,0.00,2.00,87.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/62,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,43.99,0.00,3.00,131.97
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/64,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,43.99,0.00,1.00,43.99
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/68,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,43.99,0.00,3.00,131.97
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2712-3BC-2/70,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,43.99,0.00,2.00,87.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2732-6-BC-2/52,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,1.00,42.33
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2732-6-BC-2/56,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,4.00,169.32
TERNO / CABALLERO ,TERNO / CABALLERO ,24E2732-6-BC-2/58,20250122-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.33,0.00,1.00,42.33
TERNO / CABALLERO ,TERNO / CABALLERO ,24E312010-6BC-2/46,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,2.00,83.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E312010-6BC-2/48,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,3.00,125.97
TERNO / CABALLERO ,TERNO / CABALLERO ,24E312010-6BC-2/50,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,6.00,251.94
TERNO / CABALLERO ,TERNO / CABALLERO ,24E312010-6BC-2/52,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,2.00,83.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E312010-6BC-2/56,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,2.00,83.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E312010-6BC-2/58,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,3.00,125.97
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/46,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,4.00,167.96
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/48,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,8.00,335.92
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/50,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,14.00,587.86
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/52,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,7.00,293.93
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/56,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,4.00,167.96
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/58,20250710-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,41.99,0.00,2.00,83.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/60,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,45.49,0.00,2.00,90.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/66,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,45.49,0.00,1.00,45.49
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/68,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,45.49,0.00,2.00,90.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24E510097-5BC-2/70,20250710-HALOTEX-CASSINI,H. TERNO BIG SIZE BRUNO CASSINI AZUL,,Unidad,CASSINI TERNOS - CABALLEROS,45.49,0.00,2.00,90.98
TERNO / CABALLERO ,TERNO / CABALLERO ,24ES296-4-BC-2/46,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI VERDE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,24ES296-4-BC-2/48,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI VERDE,,Unidad,CASSINI TERNOS - CABALLEROS,42.62,0.00,3.00,127.86
TERNO / CABALLERO ,TERNO / CABALLERO ,24ES296-4-BC-2/50,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI VERDE,,Unidad,CASSINI TERNOS - CABALLEROS,34.11,0.00,4.00,136.44
TERNO / CABALLERO ,TERNO / CABALLERO ,24ES296-4-BC-2/52,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI VERDE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,24ES296-4-BC-2/58,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI VERDE,,Unidad,CASSINI TERNOS - CABALLEROS,42.58,0.00,2.00,85.16
ROPA DE NIÑOS,ROPA DE NIÑOS,25125,,PIJAMA NINA KIDS CO,,Unidad,,2.00,0.00,4.00,8.00
JEANS/DAMA,JEANS/DAMA,2536-KAN-TALLY/24,20210728-KAN-KAN,M. PANTALON P/DAMA KAN CAN TALLY XAIERA,,Unidad,CAN CAN JEANS,15.00,0.00,1.00,15.00
BISUTERIA,BISUTERIA,25B-1002,20220813-ESTEFFY-EEUU,M. ACCESORIOS PULSERA P/DAMA VARIOS MODELOS,,Unidad,,7.50,0.00,1.00,7.50
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-1BC-2/46,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,2.00,86.38
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-1BC-2/48,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,7.00,302.33
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-1BC-2/50,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,10.00,431.90
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-1BC-2/52,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,12.00,518.28
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-1BC-2/54,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,3.00,129.57
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-1BC-2/56,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,11.00,475.09
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-1BC-2/58,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,4.00,172.76
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-24BC-2/46,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI WINE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-24BC-2/48,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI WINE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-24BC-2/50,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI WINE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,7.00,298.48
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-24BC-2/52,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI WINE,,Unidad,CASSINI TERNOS - CABALLEROS,43.70,0.00,9.00,393.30
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-24BC-2/54,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI WINE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,1.00,42.64
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-24BC-2/56,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI WINE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,25B231291-24BC-2/58,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI WINE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,1.00,42.64
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-101BC-2/46,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,3.00,129.57
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-101BC-2/48,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,6.00,259.14
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-101BC-2/50,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,13.00,561.47
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-101BC-2/52,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,16.00,691.04
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-101BC-2/54,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,2.00,86.38
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-101BC-2/56,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,6.00,259.14
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-101BC-2/58,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,3.00,129.57
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-11BC-2/46,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-11BC-2/48,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,37.90,0.00,2.00,75.80
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-11BC-2/50,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-11BC-2/52,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-11BC-2/56,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-11BC-2/58,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-25BC-2/46,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY-BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-25BC-2/48,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY-BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,4.00,170.56
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-25BC-2/50,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY-BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-25BC-2/52,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY-BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,34.65,0.00,6.00,207.90
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-25BC-2/54,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY-BLUE,,Unidad,CASSINI TERNOS - CABALLEROS,33.16,0.00,1.00,33.16
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-81BC-2/46,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,3.00,129.57
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-81BC-2/48,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,4.00,172.76
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-81BC-2/50,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,7.00,302.33
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-81BC-2/52,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,9.00,388.71
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-81BC-2/54,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,1.00,43.19
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-81BC-2/56,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,5.00,215.95
TERNO / CABALLERO ,TERNO / CABALLERO ,25C0905-81BC-2/58,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI GRAY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,2.00,86.38
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-10BC-2/46,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-10BC-2/48,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,5.00,213.20
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-10BC-2/50,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,8.00,341.12
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-10BC-2/52,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,12.00,511.68
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-10BC-2/54,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,2.00,85.28
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-10BC-2/56,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,4.00,170.56
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-10BC-2/58,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI LT. BROWN,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-13BC-2/46,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,3.00,127.92
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-13BC-2/48,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,7.00,298.48
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-13BC-2/50,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,15.00,639.60
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-13BC-2/52,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,14.00,596.96
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-13BC-2/54,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,5.00,213.20
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-13BC-2/56,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,7.00,298.48
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29118-13BC-2/58,20251209-HALOTEX-CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,42.64,0.00,1.00,42.64
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29375-56BC-2/46,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,4.00,172.76
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29375-56BC-2/48,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,9.00,388.71
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29375-56BC-2/50,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,13.00,561.47
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29375-56BC-2/52,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,15.00,647.85
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29375-56BC-2/54,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,6.00,259.14
TERNO / CABALLERO ,TERNO / CABALLERO ,25C29375-56BC-2/56,20260316-HALOTEX CASSINI,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,,Unidad,CASSINI TERNOS - CABALLEROS,43.19,0.00,5.00,215.95
