Attribute,Value,Product Count,Example Product,Example Internal Reference
Color,Rojo,3,TOP P/DAMA MOPA ROJO,TOP-FANNY-RO/L
Talla,L,1,TOP P/DAMA MOPA ROJO,TOP-FANNY-RO/L
Talla,M,1,TOP P/DAMA MOPA ROJO,TOP-FANNY-RO/L
Talla,XL,1,TOP P/DAMA MOPA ROJO,TOP-FANNY-RO/L
Talla,L,1,BLUSA P/DAMA MOPPA NEGRA,BLUSA-HANNA-NE/XL
Talla,M,1,BLUSA P/DAMA MOPPA NEGRA,BLUSA-HANNA-NE/XL
Talla,S,1,BLUSA P/DAMA MOPPA NEGRA,BLUSA-HANNA-NE/XL
Talla,XL,1,BLUSA P/DAMA MOPPA NEGRA,BLUSA-HANNA-NE/XL
Talla,L,1,BLUSA P/DAMA MOPPA ROJA,BLUSA-HANNA-RO/S
Talla,M,1,BLUSA P/DAMA MOPPA ROJA,BLUSA-HANNA-RO/S
Talla,S,1,BLUSA P/DAMA MOPPA ROJA,BLUSA-HANNA-RO/S
Talla,XL,1,BLUSA P/DAMA MOPPA ROJA,BLUSA-HANNA-RO/S
Talla,L,1,BLUSA P/DAMA MOPA BLANCA,BLUS-BRIGIDA/S
Talla,M,1,BLUSA P/DAMA MOPA BLANCA,BLUS-BRIGIDA/S
Talla,S,1,BLUSA P/DAMA MOPA BLANCA,BLUS-BRIGIDA/S
Color,Verde,3,TOP P/DAMA MOPA VERDE,TOP-FANNY-VE/XL
Talla,L,1,TOP P/DAMA MOPA VERDE,TOP-FANNY-VE/XL
Talla,M,1,TOP P/DAMA MOPA VERDE,TOP-FANNY-VE/XL
Talla,XL,1,TOP P/DAMA MOPA VERDE,TOP-FANNY-VE/XL
Color,Multicolor,11,TOP MOPA ROJO-BLANCO-FUCSIA,TOP-VILMA-F/L
Talla,L,3,TOP MOPA ROJO-BLANCO-FUCSIA,TOP-VILMA-F/L
Talla,M,3,TOP MOPA ROJO-BLANCO-FUCSIA,TOP-VILMA-F/L
Talla,S,3,TOP MOPA ROJO-BLANCO-FUCSIA,TOP-VILMA-F/L
Talla,XL,1,TOP MOPA ROJO-BLANCO-FUCSIA,TOP-VILMA-F/L
Talla,XXL,1,TOP MOPA ROJO-BLANCO-FUCSIA,TOP-VILMA-F/L
Color,Multicolor,2,VESTIDO DAMA BLANCO - VERDE,VEST-LAURA-B/M
Talla,M,1,VESTIDO DAMA BLANCO - VERDE,VEST-LAURA-B/M
Talla,S,1,VESTIDO DAMA BLANCO - VERDE,VEST-LAURA-B/M
Color,Negro,8,H. CAMISA P/S  BIG SIZE BRUNO CASSINI BLACK 34-35,ERN-SABAT-10-18-S2
Marca,Bruno Cassini,8,H. CAMISA P/S  BIG SIZE BRUNO CASSINI BLACK 34-35,ERN-SABAT-10-18-S2
Color,Negro,9,H. CAMISA P/S  BIG SIZE BRUNO CASSINI BLACK 32-33,ERN-SABAT-10-17.5-S1
Marca,Bruno Cassini,9,H. CAMISA P/S  BIG SIZE BRUNO CASSINI BLACK 32-33,ERN-SABAT-10-17.5-S1
Color,Negro,5,Zapato ZP-1004-PICASSO-NE,ZP-1004-PICASSO-NE/8.5
Talla,5.5,1,Zapato ZP-1004-PICASSO-NE,ZP-1004-PICASSO-NE/8.5
Talla,6,1,Zapato ZP-1004-PICASSO-NE,ZP-1004-PICASSO-NE/8.5
Talla,7.5,1,Zapato ZP-1004-PICASSO-NE,ZP-1004-PICASSO-NE/8.5
Talla,8,1,Zapato ZP-1004-PICASSO-NE,ZP-1004-PICASSO-NE/8.5
Talla,8.5,1,Zapato ZP-1004-PICASSO-NE,ZP-1004-PICASSO-NE/8.5
Color,Vino,5,Zapato ZP-1002-AMBAR-VN,ZP-1002-AMBAR-VN/8.5
Talla,5.5,1,Zapato ZP-1002-AMBAR-VN,ZP-1002-AMBAR-VN/8.5
Talla,6,1,Zapato ZP-1002-AMBAR-VN,ZP-1002-AMBAR-VN/8.5
Talla,7.5,1,Zapato ZP-1002-AMBAR-VN,ZP-1002-AMBAR-VN/8.5
Talla,8,1,Zapato ZP-1002-AMBAR-VN,ZP-1002-AMBAR-VN/8.5
Talla,8.5,1,Zapato ZP-1002-AMBAR-VN,ZP-1002-AMBAR-VN/8.5
Color,Gris,7,Pantalon PT-23E312010-8,PT-23E312010-8/34
Marca,Bruno Cassini,7,Pantalon PT-23E312010-8,PT-23E312010-8/34
Talla,30,1,Pantalon PT-23E312010-8,PT-23E312010-8/34
Talla,32,1,Pantalon PT-23E312010-8,PT-23E312010-8/34
Talla,33,1,Pantalon PT-23E312010-8,PT-23E312010-8/34
Talla,34,1,Pantalon PT-23E312010-8,PT-23E312010-8/34
Talla,36,1,Pantalon PT-23E312010-8,PT-23E312010-8/34
Talla,38,1,Pantalon PT-23E312010-8,PT-23E312010-8/34
Talla,40,1,Pantalon PT-23E312010-8,PT-23E312010-8/34
Color,Azul,7,Pantalon PT-23C29386-88,PT-23C29386-88/40
Marca,Bruno Cassini,7,Pantalon PT-23C29386-88,PT-23C29386-88/40
Talla,30,1,Pantalon PT-23C29386-88,PT-23C29386-88/40
Talla,32,1,Pantalon PT-23C29386-88,PT-23C29386-88/40
Talla,33,1,Pantalon PT-23C29386-88,PT-23C29386-88/40
Talla,34,1,Pantalon PT-23C29386-88,PT-23C29386-88/40
Talla,36,1,Pantalon PT-23C29386-88,PT-23C29386-88/40
Talla,38,1,Pantalon PT-23C29386-88,PT-23C29386-88/40
Talla,40,1,Pantalon PT-23C29386-88,PT-23C29386-88/40
Color,Azul Marino,7,Pantalon PT-23A29607-32,PT-23A29607-32/40
Marca,Bruno Cassini,7,Pantalon PT-23A29607-32,PT-23A29607-32/40
Talla,30,1,Pantalon PT-23A29607-32,PT-23A29607-32/40
Talla,32,1,Pantalon PT-23A29607-32,PT-23A29607-32/40
Talla,33,1,Pantalon PT-23A29607-32,PT-23A29607-32/40
Talla,34,1,Pantalon PT-23A29607-32,PT-23A29607-32/40
Talla,36,1,Pantalon PT-23A29607-32,PT-23A29607-32/40
Talla,38,1,Pantalon PT-23A29607-32,PT-23A29607-32/40
Talla,40,1,Pantalon PT-23A29607-32,PT-23A29607-32/40
Color,Negro,7,Pantalon PT-23A1516-6,PT-23A1516-6/40
Marca,Bruno Cassini,7,Pantalon PT-23A1516-6,PT-23A1516-6/40
Talla,30,1,Pantalon PT-23A1516-6,PT-23A1516-6/40
Talla,32,1,Pantalon PT-23A1516-6,PT-23A1516-6/40
Talla,33,1,Pantalon PT-23A1516-6,PT-23A1516-6/40
Talla,34,1,Pantalon PT-23A1516-6,PT-23A1516-6/40
Talla,36,1,Pantalon PT-23A1516-6,PT-23A1516-6/40
Talla,38,1,Pantalon PT-23A1516-6,PT-23A1516-6/40
Talla,40,1,Pantalon PT-23A1516-6,PT-23A1516-6/40
Color,Negro,13,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Marca,Bruno Cassini,13,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,46,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,48,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,50,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,52,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,54,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,56,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,58,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,60,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,62,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,64,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,66,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,68,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Talla,70,1,Terno 23A1516-6BC-2,23A1516-6BC-2/60
Color,Gris,5,Terno 23C29386-86BC-2,23C29386-86BC-2/62
Marca,Bruno Cassini,5,Terno 23C29386-86BC-2,23C29386-86BC-2/62
Talla,62,1,Terno 23C29386-86BC-2,23C29386-86BC-2/62
Talla,64,1,Terno 23C29386-86BC-2,23C29386-86BC-2/62
Talla,66,1,Terno 23C29386-86BC-2,23C29386-86BC-2/62
Talla,68,1,Terno 23C29386-86BC-2,23C29386-86BC-2/62
Talla,70,1,Terno 23C29386-86BC-2,23C29386-86BC-2/62
Color,Azul Marino,7,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Marca,Bruno Cassini,7,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Talla,46,1,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Talla,48,1,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Talla,50,1,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Talla,52,1,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Talla,54,1,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Talla,56,1,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Talla,58,1,Terno 23A29607-32BC-2,23A29607-32BC-2/46
Color,Azul,7,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Marca,Bruno Cassini,7,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Talla,46,1,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Talla,48,1,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Talla,50,1,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Talla,52,1,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Talla,54,1,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Talla,56,1,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Talla,58,1,Terno 23B11210-100BC-2,23B11210-100BC-2/46
Color,Azul,7,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Marca,Bruno Cassini,7,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Talla,46,1,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Talla,48,1,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Talla,50,1,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Talla,52,1,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Talla,54,1,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Talla,56,1,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Talla,58,1,Terno 23C29118-16BC-2,23C29118-16BC-2/46
Color,Azul Marino,7,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Marca,Bruno Cassini,7,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Talla,46,1,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Talla,48,1,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Talla,50,1,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Talla,52,1,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Talla,54,1,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Talla,56,1,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Talla,58,1,Terno 23E2780-N-BC-2,23E2780-N-BC-2/46
Color,Gris,7,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Marca,Bruno Cassini,7,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Talla,46,1,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Talla,48,1,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Talla,50,1,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Talla,52,1,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Talla,54,1,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Talla,56,1,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Talla,58,1,Terno 23E312010-8BC-2,23E312010-8BC-2/46
Color,Azul,7,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Marca,Bruno Cassini,7,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Talla,46,1,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Talla,48,1,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Talla,50,1,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Talla,52,1,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Talla,54,1,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Talla,56,1,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Talla,58,1,Terno 23E3705-25BC-2,23E3705-25BC-2/46
Color,Verde,7,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Marca,Bruno Cassini,7,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,46,1,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,48,1,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,50,1,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,52,1,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,54,1,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,56,1,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,58,1,Terno 23E5296-4BC-2,23E5296-4BC-2/46
Talla,20,1,Pantalon PT-NIÑO,PT-NIÑO/20
Color,Blanco,2,TOP DAMA ZOLEY FUCSIA  Y BLANCO,016-ZOLEY-TOP/L
Talla,L,1,TOP DAMA ZOLEY FUCSIA  Y BLANCO,016-ZOLEY-TOP/L
Talla,M,1,TOP DAMA ZOLEY FUCSIA  Y BLANCO,016-ZOLEY-TOP/L
Talla,L,1,TOP LINO ZOLEY ARENA,007-ZOLEY-TOP/L
Talla,M,1,TOP LINO ZOLEY ARENA,007-ZOLEY-TOP/L
Talla,L,1,PANTALON LINO ZOLEY ARENA,007-ZOLEY-PANT/L
Talla,M,1,PANTALON LINO ZOLEY ARENA,007-ZOLEY-PANT/L
Color,Verde,3,SHORT ZOLEY LINO VERDE,003-ZOLEY-SH/XL
Talla,L,1,SHORT ZOLEY LINO VERDE,003-ZOLEY-SH/XL
Talla,M,1,SHORT ZOLEY LINO VERDE,003-ZOLEY-SH/XL
Talla,XL,1,SHORT ZOLEY LINO VERDE,003-ZOLEY-SH/XL
Color,Blanco,23,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,ERN-SABAT-1259-16.5-S2
Marca,Bruno Cassini,23,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,ERN-SABAT-1259-16.5-S2
Color,Blanco,12,H. CAMISA D/P BRUNO CASSINI WHITE 34-35,ERN-SABAT-1259DC-14.5-S2
Marca,Bruno Cassini,12,H. CAMISA D/P BRUNO CASSINI WHITE 34-35,ERN-SABAT-1259DC-14.5-S2
Marca,Bruno Cassini,7,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Talla,10,1,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Talla,7,1,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Talla,7.5,1,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Talla,8,1,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Talla,8.5,1,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Talla,9,1,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Talla,9.5,1,Zapato ZP-GAM-CR-S/F-CASSINI,ZP-GAM-CR-S/F-CASSINI/7
Color,Blanco,4,H. CAMISA P/CABALLERO D/P WHITE BRUNO CASSINI,ERN-LLANA-1260DC-14.5-S2
Marca,Bruno Cassini,4,H. CAMISA P/CABALLERO D/P WHITE BRUNO CASSINI,ERN-LLANA-1260DC-14.5-S2
Color,Blanco,4,H. CAMISA P/CABALLERO P/S WHITE BRUNO CASSINI,ERN-LLANA-1260-17-S1
Marca,Bruno Cassini,4,H. CAMISA P/CABALLERO P/S WHITE BRUNO CASSINI,ERN-LLANA-1260-17-S1
Marca,Bruno Cassini,6,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/8.5
Talla,7,1,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/8.5
Talla,7.5,1,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/8.5
Talla,8,1,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/8.5
Talla,8.5,1,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/8.5
Talla,9,1,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/8.5
Talla,9.5,1,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/8.5
Talla,L,1,H. CAMISA CUBAVERA M/C P/CABALLERO MEDITERRANEA B,CUWSP014-467/L
Talla,M,1,H. CAMISA CUBAVERA M/C P/CABALLERO MEDITERRANEA B,CUWSP014-467/L
Talla,S,1,H. CAMISA CUBAVERA M/C P/CABALLERO MEDITERRANEA B,CUWSP014-467/L
Talla,XL,1,H. CAMISA CUBAVERA M/C P/CABALLERO MEDITERRANEA B,CUWSP014-467/L
Color,Azul Marino,6,Terno TL-Y23-101B.A,TL-Y23-101B.A/34
Marca,TED Lapidus,6,Terno TL-Y23-101B.A,TL-Y23-101B.A/34
Talla,30,1,Terno TL-Y23-101B.A,TL-Y23-101B.A/34
Talla,32,1,Terno TL-Y23-101B.A,TL-Y23-101B.A/34
Talla,34,1,Terno TL-Y23-101B.A,TL-Y23-101B.A/34
